post_id,post_text,date,writer,label
802206300456764,"מסיים כעת ביקור בזק של 10 שעות בצרפת.  נפגשתי עם שרת הצבאות פלורנס פארלי, עם ראש ארגון המודיעין ה-DGSE, ברנארד אמי, ועם ראשי הקהילה היהודית בפריז.  קודם כל איראן. דנו בצורך להביא לשינוי בהתנהלות מול המשטרעוד האיראני שמנצל את תקופת ""הדשדוש"" להאצת פרויקט הגרעין. ישראל תעשה כל שנדרש בכדי להגן על עצמה.  שוחחנו בנוסף על ההתדרדרות הפנימית בלבנון. ישראל נכונה להציע כל עזרה הומניטרית ללבנון ובפרט שהדבר יהיה כרוך במניעת התעצמות וערעור היציבות האזורית.  בנוגע ל-NSO: אנו מתייחסים לטענות ברצינות. ישראל נותנת רישיונות סייבר אך ורק למדינות ואך ורק לשימוש לצורכי התמודדות עם טרור ופשיעה. היום הגיעו לחברה נציגים אשר בוחנים את הנושא ונבדוק את הסוגייה ברצינות המירבית.  אני יוצא בשעה הקרובה חזרה לישראל. יום ביטחוני עמוס וגדוש מחכה לנו מחר. אמשיך לעדכן.",2021-07-28 22:15:53,בני גנץ - Benny Gantz,REAL
801994307144630,"יש רגעים בחיים שאני פשוט מודה על הזכות.  במהלך הלילה, סיכמתי את תקציב הביטחון לשנת 2022. לצד התעצמות צה׳׳ל ומענה לכלל האתגרים, שמתי לאורך כל הדרך דגש לתקצוב מלא של רפורמת ׳׳נפש אחת׳׳ למען אחי ואחיותיי, נכיעוד צה׳׳ל בנפש ובגוף, ששילמו מחיר עצום כדי שנוכל לחיות פה בביטחון.  מזה חודשים שאני מקדם את הרפורמה למענם - וברור לכל שאין רפורמה ללא תקציב.  לכן עשיתי כל מה שיכולתי כדי שהנושא יתוקצב במלואו. שמחתי מאוד שראש הממשלה ושר האוצר נרתמו להליך ואני מודה להם על כך. יש לנו עוד דרך ארוכה עד שהרפורמה תושלם במלואה.  עם נחיתתי הבוקר בצרפת, היה חשוב לי לשוחח עם ארבעה אנשים יקרים, גיבורים- לאה, אחותו של איציק סעידיאן שעדיין נאבק על חייו בבית החולים תל השומר, נדב וירש, לוחם צה׳׳ל במבצע צוק איתן שלא הפסיק להילחם עבור רפורמת ׳׳נפש אחת׳׳, עידן קלימן, ראש ארגון נכי צה""ל, שמוביל את המאבק שנים, וזיו שילון שנרתם בשעה הקשה ביותר לסייע לי במלאכה.  אנחנו שלחנו את הלוחמים לקרב, ואנחנו גם נדאג להחלמתם ולחיים מכבדים עבורם.",2021-07-28 14:42:42,בני גנץ - Benny Gantz,REAL
801858777158183,"אחרי לילה ארוך בכנסת, ממריא לצרפת לפגישה חשובה עם שרת ההגנה פלורנס פארלי. אמשיך לעדכן, בוקר טוב 🇮🇱",2021-07-28 08:56:14,בני גנץ - Benny Gantz,REAL
801550940522300,"ממשיכים לעבוד במרץ על רפורמת ״נפש אחת״ למען נכי צה״ל.  סיירתי היום באגף השיקום של משרד הביטחון במחוז ירושלים ביחד עם ראש האגף, לימור לוריא, אשר נכנסה לתפקידה בחודש האחרון. קיבלתי סקירה ועדכון בנוגע למאמציעוד ההתקדמות של הטמעת רפורמת ""נפש אחת"" באגף ומימושה.  אלו חיילים שאני שלחתי לקרב וכולנו, ממני ודרך כלל העובדים באגף, בשליחות משותפת לתת להם טיפול ראוי ואני שמח לשמוע על השינויים שכבר קורים שם.  אני מתכוון לעמוד על כך שהרפורמה תמומש, גם בתקצוב, אבל לא פחות חשוב מכך בשטח על ידי העובדים המקצועיים והמסורים של אגף השיקום שנמצאים בשליחות לאומית מהמדרגה הראשונה.",2021-07-27 19:10:33,בני גנץ - Benny Gantz,REAL
1468971213464803,"מתראיין כעת ב-""שש עם"" על חברי היקר רוני דניאל שהלך היום לעולמו.",2021-07-26 18:39:51,בני גנץ - Benny Gantz,REAL
2907513939576606,עכשיו בשידור חי מהכנסת: ישיבת סיעת כחול לבן. הצטרפו אליי.,2021-07-26 14:22:18,בני גנץ - Benny Gantz,REAL
4383551535036497,יש!!! אלופות ואלופים.,2021-07-31 12:51:18,Yair Lapid - יאיר לפיד,REAL
4380504108674573,"״לא הבנתי מי כל אלפי האנשים האלה, ואז אמרו לי, הם באו בשבילך.״ — כל שבוע מכיל רגע אחד שעוצר את נשימתך. השבוע ביקרה אותי בכנסת משפחתו של מקס שטיינברג. תנו לי רגע, אתם תזכרו מי זה.  מקס היה חייל בודד. לוחםעוד בגולני. הוא נהרג בלחימה בעזה במבצע ״צוק איתן״. אף אחד לא ידע אם המשפחה שלו תספיק להגיע ללוויה. מישהו כתב בפייסבוק שאסור לתת לו להיקבר לבד. ואז עוד מישהו כתב, ועוד מישהו. בסוף הגיעו ללוויה יותר מ-30 אלף בני אדם. גיסתי היתה שם. היא לא הפסיקה לבכות. על איש צעיר שהיא לא הכירה, או בעצם כן.  ״לא הבנתי,״ אמרה לי אווי, אמא של מקס, ״בסוף הגענו ללוויה, ברגע האחרון, ואנחנו נוסעים באוטו ורואים אלפי אנשים. הולכים בחום של יולי. אמרתי ׳מי אלה? לאן הם הולכים?׳ ואמרו לי, ׳אלייך. הם באו אלייך. כדי שלא תהיי לבד׳.״  זו ישראל. האמיתית. ישראל הלא-צינית. המקום שבו לאנשים אכפת. המדינה שיכולה לפעמים לגרום לך להיחנק אבל אתה לא חי לבד ולא מת לבד. אנחנו ביחד.",2021-07-30 11:27:29,Yair Lapid - יאיר לפיד,FAKE
4377720092286308,"רודי, אנדרו ודוד- ברוכים הבאים הביתה! -- שלושת הצעירים שבתמונה נעצרו לפני שלושה שבועות בניגריה בעת צילום סרט דוקומנטרי, בחשד שהם משתפים פעולה עם ארגון קיצוני בדלני במדינה. במהלך השבועות האחרונים, הופעלו מאמציםעוד משותפים רבים של כל הגורמים הרלוונטיים לשחררם. אני מודה לאנשי משרד החוץ, האגף הקונסולרי ובמיוחד לשלטונות ניגריה וסגן השגריר בניגריה, יותם קריימן, על המאמצים הבלתי פוסקים לסייע לשחרורם. שליחי מדינת ישראל בעולם הוכיחו שוב שהם עומדים על המשמר ומסייעים לכל ישראלי במצוקה. התמונה צולמה יחד עם השגריר רגע לפני המראתם ארצה.",2021-07-29 13:09:08,Yair Lapid - יאיר לפיד,FAKE
4374973605894290,"ברוך הבא שר החוץ הקרואטי -- נפגשתי היום עם שר החוץ הקרואטי, גורדן גרליץ׳-ראדמן, במשרד החוץ בירושלים, במטרה להמשיך ולהדק את הקשרים המצויינים שיש לנו עם קרואטיה. שוחננו על שיתופי פעולה בתחומים מדיניים, ביחסיםעוד הבילטראליים ובתחומים כלכליים. קרואטיה היא תומכת גדולה של ישראל כשזה נוגע לאיחוד האירופי ולכן אנחנו עובדים ביחד על לכנס את מועצת האסוציאציות בהקדם האפשרי. תודה לשר החוץ גרליץ שהוא חבר קרוב של ישראל.",2021-07-28 14:42:47,Yair Lapid - יאיר לפיד,REAL
4371698486221802,"להיות עם הילדים זו לא פגיעה בעבודה -- השבוע כל עובדי משרד החוץ בישראל קיבלו מייל עם הכותרת: איזון בית עבודה.  בתוכן של המייל מוסבר להם הצעד הפשוט הבא: המנכ״ל ואני החלטנו שפעמיים בשבוע, בימי שלישי וחמישי לאעוד יתקיימו דיונים אחרי השעה 15:00. למה? כדי לאפשר להורים צעירים שרוצים להיות חלק משירות החוץ של מדינת ישראל להיות עם הילדים שלהם. לאזן בין העבודה לבית, בין ההורות לקריירה.  זה צעד קטן, וזה לא מספיק, אבל רק ככה, צעד ועוד צעד, נגיע בסוף לשוויון מגדרי מלא.",2021-07-27 11:38:38,Yair Lapid - יאיר לפיד,REAL
4370010873057230,השיח הפוליטי לא חייב להיות מלחמה חומצתית ומגעילה. אפשר להתווכח ולהישאר בני אדם.,2021-07-26 20:43:01,Yair Lapid - יאיר לפיד,REAL
4369622309762753,"ברוך הבא שר החוץ של קפריסין -- נפגשתי היום עם שר החוץ הקפריסאי, ניקוס כריסטודולידס, בפגישה הבענו דאגה עמוקה על המהלכים הפרובוקטיביים של תורכיה בקפריסין ועל הצעדים ההכרחיים שאפשר לנקוט בנושא.  היחסים בין ישראל לקפריסין ארוכי שנים. בנוסף, שוחחנו על שיתופי פעולה בתחומים מדיניים, היחסים הבילטראליים, סחר מים ואנרגיה.",2021-07-26 17:50:21,Yair Lapid - יאיר לפיד,REAL
4369020939822890,"רוני, חבר שלי. הרבה שנים עבדנו יחד. תמיד היית הכי מקצועי, הכי חרוץ והכי חשוב, חבר ובן אדם. האיש שהיה כולו לב. ליבו נדם. כבר מתגעגע.",2021-07-26 13:28:00,Yair Lapid - יאיר לפיד,REAL
4367081880016796,מטרת העל: לספר אחרת את הסיפור הישראלי.,2021-07-25 20:13:59,Yair Lapid - יאיר לפיד,REAL
4365500043508313,פולין יודעת שלא נשתוק —- ישראל לא תשתוק למול התקדמות הליך החקיקה בפולין שנועד להכשיר את גזילת רכושם של קורבנות השואה. כל שלב בהתקדמות הוא התפתחות חמורה בעינינו. אם החקיקה תאושר היא תפגע בצורה קשה ביחסינו עםעוד פולין. אני מודה לממשל ביידן על השתתפותו במאבק הזה יחד אתנו ונמשיך לתאם איתם עמדות. אני שב ואומר: פולין יודעת היטב מהו הדבר הנכון והראוי שיש לעשותו.,2021-07-25 07:23:45,Yair Lapid - יאיר לפיד,FAKE
4363510157040635,‏מדליה לאבישג! כבוד לישראל!!!  צילום: MURAD SEZER/רויטרס,2021-07-24 14:59:00,Yair Lapid - יאיר לפיד,REAL
4360780237313627,ט״ו באב שמח ליהיא לפיד - Lihi Lapid,2021-07-23 16:30:03,Yair Lapid - יאיר לפיד,REAL
4360332014025116,ממשלה שעובדת למענכם - אלו חלק מהדברים שעשינו השבוע>>  נפתלי בנט - Naftali Bennett,2021-07-23 13:25:08,Yair Lapid - יאיר לפיד,REAL
4356702607721390,"מתרגשים -- ״נולדה לנו בת״, כתב לי עידן רול בהתרגשות מארה״ב הרחוקה, והשמחה וההתרגשות הגיעו עד לכאן. בת להראל ועידן ואחות לארי. מתרגשים יחד איתכם, ומאחלים שתגדלו את איסלה ואת ארי באהבה ושלווה, בבריאות טובה ובכיף גדול. מזל טובים אהובים שלנו, מחכים לכם בבית.  Idan Roll - עידן רול הראל סקעת - Harel Skaat",2021-07-22 09:11:57,Yair Lapid - יאיר לפיד,REAL
4355140394544278,"הדיפלומטים הבאים של ישראל- צאו לדרך! -- היום נפתח במשרד החוץ קורס הצוערים הגדול ביותר מאז תחילת שנות ה-90. קורס הצוערים הוא דלת הכניסה לשירות הדיפלומטי של מדינת ישראל. הצוערות והצוערים עברו מיונים שנמשכו תשעהעוד חודשים ונבחרו מתוך למעלה מ-3000 מועמדים.  הקורס שנפתח היום הוא הראשון מאז החתימה על הסכמי השלום והנורמליזציה וחלק מבוגרי הקורס מיועדים לשרת בנציגויות ישראל החדשות שנפתחו וייפתחו באבו דאבי, דובאי, מנאמה ורבאט.  את הקורס התחילו 10 צוערות ו-15 צוערים המייצגים את כלל החברה הישראלית.  הצוערים האלו הם הסיירת הכי מובחרת של מדינת ישראל - הם מגינים על המדינה ושומרים עליה, כמו חייל על הגבול, כמו איש מוסד בכל מקום בעולם. אין לי מילים להביע את הגאווה שהסכימו לקחת על עצמם את המשימה של ההגנה על המדינה שלנו.  בשם מדינת ישראל- תודה לכם!",2021-07-21 20:47:03,Yair Lapid - יאיר לפיד,REAL
4354127401312244,"ברוך הבא שר החוץ היווני -- נפגשתי הבוקר עם עמיתי שר החוץ היווני, ניקוס דנדיאס. זה ביקור ראשון של שר חוץ אירופאי מאז הקמת הממשלה. היחסים בין ישראל ליוון הם חזקים וטובים ואנחנו מתכוונים להמשיך לפתח ולעבות אותם.  עוד הפגישה עסקה בנושאים בילטראליים, אזוריים, נושאי אנרגיה ויחסי ישראל והאיחוד האירופאי. בנוסף, דנו גם בסוגיית הצעדים שנקטו הטורקים באזור העיר ורושה בקפריסין והבענו דאגה עמוקה מצעדים אלה.  צילום: אבי אוחיון.",2021-07-21 13:18:41,Yair Lapid - יאיר לפיד,REAL
4352361014822216,בן אנד ג׳ריס - נגד דו-קיום,2021-07-20 21:30:27,Yair Lapid - יאיר לפיד,FAKE
4349259038465747,"ההחלטה של בן אנד ג'ריס היא כניעה מבישה לאנטישמיות. ל-BDS, לכל מה שרע בשיח האנטי ישראלי והאנטי יהודי. אנחנו לא נשתוק להם.  ליותר משלושים מדינות בארה""ב יש חוקים נגד כניעה ל-BDS שעברו בשנים האחרונות. אני מתכונן ללכת אחת אחת ולדרוש מהן להפעיל את החוקים האלה נגד בן אנד ג'ריס מפני שהם לא יתייחסו אלינו בצורה כזאת בלי להיתקל במענה.",2021-07-19 20:21:45,Yair Lapid - יאיר לפיד,FAKE
4349031425155175,מרוקו: בדרך לביקור היסטורי,2021-07-19 18:39:38,Yair Lapid - יאיר לפיד,REAL
