date,page/account,is_comment,text,binary label,explanation,comments,link
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,לדיונים ב-FDA יש מטרה אחת - לאזן בין היעילות לבטיחות. בפרסומים שראיתי התועלת שלו עולה בהרבה על כל סיכון. התפקיד שלנו הוא להביא את הנתונים להורים. לא רוצה שהורה יחסן את הילד שלו בכוח,1,,"ציטוט של ד""ר אלרעי-פרייס",https://www.facebook.com/groups/503350980581730/permalink/908288023421355/
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"באוסטרליה מחוסנים ויוצאים חופשי, ברומניה לא מחוסנים ויש תחלואה",1,,הכתבה שהתגובה מתייחסת אליה: https://www.ynet.co.il/news/article/s1kl3mb8f?fbclid=IwAR3fSmjB1nfBRk6Bq1cOLLyRRMDngXKsXVncSvx7_udKQhM_cwAd9eI_3pQ,https://www.facebook.com/groups/503350980581730/posts/907095873540570/
24/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,"בהודאה רשמית ראשונה מאז פרץ נגיף הקורונה החדש מסין לשאר העולם, מודה בכיר במשרד הבריאות האמריקאי כי המשרד אכן מימן מחקר שערכה המעבדה הסינית בווהאן בהינדוס נגיפי קורונה והפיכתם למדבקים לבני-אדם. בכך מסתיימת סאגה ממושכת בת כחצי-שנה, במהלכה זומנו בכירים במשרד הבריאות האמריקאי למתן עדות בקונגרס וכן נחשפו תכתובות פנימיות של בכירי המשרד - ובהם בכיר המשרד ד""ר אנתוני פאוצ'י (Anthony Fauci), שהעלו שאלות קשות בנוגע למעורבותם של אותם בכירים במחקרים שנערכו מאחורי דלתותיה הסגורות של המעבדה הסינית בווהאן.",,,,https://www.facebook.com/groups/503350980581730/permalink/908009050115919/
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,הקורונה הונדסה בשביל החיסונים. ביל גייטס המנוול רשם את חיסון הקורונה כפטנט חודש לפני פרוץ הקורונה. השמדה המונית ולעשות על זה על הדרך מילארדים למה לא בעצם.,0,,מקור: https://m.facebook.com/story.php?story_fbid=10224073984490372&id=1022370800,אף רופא לא מתעלם. למעשה הבעיה הרווחת יותר היא רופאים שממליצים למטופלים שלהם שלא להתחסן כי הם לא למדו מספיק על תופעות הלוואי של החיסון ובאילו מקרים רפואיים באמת מומלץ שלא לחסן. בשבוע שעבר נפטר חולה קרוהנס שקיבל המלצה מוטעית כזו ולא התחסן ואז חלה ומת.
27/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,כל מה שקורה בעולם זה לא בשביל הבריאות . לכו אחרי הקונספירטורים הם אנשי האמת .,0,,,https://www.facebook.com/groups/503350980581730/posts/909195476663943/
27/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,פרופ' פרייס וכל השותפים שלה כן ממליצים לחסן את הילדים על סמך המליונים שהם מקבלים מפייזר,0,,שילוב של שתי תגובות (שאלה ותשובה),https://www.facebook.com/groups/503350980581730/posts/909195476663943/
27/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,הילדים סכויים קלושים לחלות במחלה קשה,1,לפי נתוני משרד הבריאות כרגע ישנם בין 0.4% ל- 0.6% מהילדים שחולים קשה - זהו סיכוי נמוך,טענה שנלקחה מתוך שאלה,https://www.facebook.com/groups/503350980581730/posts/909195476663943/
27/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,"מומחי ה-FDA המליצו לחסן ילדים בני 11-5 נגד קורונה הוועדה המייעצת למינהל המזון והתרופות האמריקני הכריעה כי יתרונות החיסון של פייזר עולים על הסיכונים, ללא מתנגדים. בדיון עלו תוצאות הניסוי שערכה חברת התרופות, לפיהן החיסון מגן ב-91% מפני הנגיף, במינון נמוך מזה של מבוגרים. המבצע צפוי להתחיל בישראל בחודש הבא",1,כתבה שמדברת על כל  בגלובס: https://www.globes.co.il/news/article.aspx?did=1001388752,,https://www.facebook.com/groups/503350980581730/permalink/909507289966095/
27/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,טיפשים ההורים שיחסנו את ילדיהם למחלה שלא מסכנת אותם,0,הטענה שהמחלה לא מסכנת את הילדים היא לא נכונה,,https://www.facebook.com/groups/503350980581730/permalink/909507289966095/
27/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"אבל הרופאים לא המליצו על החיסון. הם אישרו בשביל שילדים שנמצאים ברמת סיכון גבוהה לא ישארו בבית ויוכלו לקבל את החיסון ולחזור לשגרה. אין פה המלצה גורפת לחסן את כל הילדים. הם העלו חששות לגבי תופעות לוואי וגם אמרו בין היתר ""אם לא נחסן עכשיו אז גם לא נדע..""",1,,,https://www.facebook.com/groups/503350980581730/permalink/909507289966095/
27/10/2021,פוסט של Tal Aviv,no,"ילדים חולים פחות קשה, מתים מזה באחוזים קטנים, ואם הילדים היו כל העולם אז אולי אפילו לא היתה פה מגפה.",1,,"חלק מפוסט, חלק 1",https://www.facebook.com/tal.aviv.35912/posts/591300505515691
27/10/2021,פוסט של Tal Aviv,no,"המחלה עדיין מסוכנת יותר מהחיסון. 10% (ואלה רק הערכות, ייתכן שיותר) מהילדים ""זוכים"" לתסמונת PIMS / לונג קוביד. בחיסון מדובר על סיכון הרבה הרבה יותר מזערי. ה FDA בחיים לא היו מאשרים חיסון עם כאלה סטטיסטיקות, וזה גם היה עולה בניסויים הראשוניים.",1,,"חלק מפוסט, חלק 2",https://www.facebook.com/tal.aviv.35912/posts/591300505515691
27/10/2021,פוסט של Tal Aviv,no,"באוכלוסיית המבוגרים יש עדיין מדוכאי חיסון (אינם יכולים להתחסן), אנשים עם בעיות רקע, או סתם כאלה ש""נופלים בסטטיסטיקה"" (אותו מיעוט חולים קשה שכן מחוסן – החיסון לא הרמטי). חיסון ילדים יאפשר להגיע למצב שבו נגן על הורה כזה.",1,,"חלק מפוסט, חלק 3",https://www.facebook.com/tal.aviv.35912/posts/591300505515691
27/10/2021,פוסט של Tal Aviv,no,חיסון ילדים באחוזים משמעותיים יותר ימנע התפתחות של זנים.,1,,"חלק מפוסט, חלק 4",https://www.facebook.com/tal.aviv.35912/posts/591300505515691
27/10/2021,פוסט של Tal Aviv,no,"נכון, אנחנו לא לבד בעולם וכל עוד אוכלוסיית העולם לא מחוסנת בכאלה אחוזים עדיין יכולים להתפתח שם זנים עמידים, אבל חיסון ילדים עדיין מפחית את הסיכויים, ובפרט פה בארץ.",1,,"חלק מפוסט, חלק 5",https://www.facebook.com/tal.aviv.35912/posts/591300505515691
27/10/2021,פוסט של Tal Aviv,yes,בארצות הברית נפטרו 100 [ילדים] פחות מגיל 7 מקורונה רובם הגדול בפלורידה,,לא מוצאת נתונים לכאן או לכאן,,https://www.facebook.com/tal.aviv.35912/posts/591300505515691
27/10/2021,פוסט של Tal Aviv,yes,"עוד מעט. עוד מעט... ילדים יחוסנו. אנחנו נגיע לחסינות עדר, ונוכל להפסיק עם הדבילים של הקורונה, ולחזור לדבילים שמקלקלים את חסינות העדר נגד חצבת...",0,נשמע לי טענה קצת far fetched. לא בטוחה שאפשר לטעון שכל הילדים יחוסנו עוד מעט. וגם שזה יוביל בהכרח לחסינות עדר,,https://www.facebook.com/tal.aviv.35912/posts/591300505515691
27/10/2021,פוסט של Tal Aviv,yes,"התחלואה בישראל ירדה פעמיים אחרי מבצע החיסונים . היא ירדה למרות שהילדים לא מחוסנים , כך שאין צורך בחיסון שיצור חיסון עדר .",1,,,https://www.facebook.com/tal.aviv.35912/posts/591300505515691
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,"בישראל יש 1.5 מיליון ילדים עד גיל 10. 20% מהנדבקים בקורונה מאז שהופיעה הם ילדים עד גיל 10. 8,062 אנשים נפטרו מקורנה. 6 מהם בלבד היו ילדים עד גיל 10. כולם עם מחלות רקע. אז שלא יעבדו עליכם. קורונה היא לא מחלת ילדים!",1,הנתונים ככל הנראה הינם נכונים,"מצרף תמונה, לבדוק אמינות",https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,קורונה היא לא מחלה בכלל... שפעת כמו כל דבר פשוט שפעת שנתנו לה תקציב כדי להפחיד אותכם,0,"הטענה שקורונה היא לא מחלה, וגם שהיא בדיוק כמו שפעת, היא שקרית",,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"קורונה היא לא מחלת ילדים, היא מחלה הפוגעת גם בילדים. וכמו מחלות הילדים האחרות שילדים מתחסנים אליהן באופן שגרתי היא לא הורגת את רובם.",1,,,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,זה דווקא מאוד מאפיין מחלות ילדים. שילדים עוברים אותן בקלות ודווקא בבגרות הן יכולות להתבטא בצורה קשה. למשל אדמת. למשל אבעבועות רוח שעלול להפוך לשלבקת חוגרת.,,,אין עובדות,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,מוות זה הדבר היחיד שמפחיד במחלות? מה עם נזקים קצרי וארוכי טווח לאחר המחלה? זה דברים שחיסון פשוט יכול למנוע.,,,אין עובדות,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,מלא נדבקו ללא חיסון והחלימו בלי השלכות לטווח ארוך בלי נזקים לטווח קצר. מה קרה איתם??? לא התחסנו זה אומר שחיסון לא מנע כלום כי לא קרה כלום. אז מי עם טונה של חוכמה ? מי שמתווכחת עם עובדות ? או מי שמציאותית?,,,,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"גם מלא ילדים חלו באבעבועות והחלימו בלי יותר מידי סיבוכים, אבל אם היום אפשר להוריד תחלואה ב90% ויותר אז למה לא?! מה זה הרוע הזה לתת לילדים לחלות ולשים אותם בפוזיציה של אולי להיות באחוזים הבודדים שיסבלו מזה לטווח הרחוק? מי רוצה את זה לילדים שלו?!",,,,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,ומה זה הרוע הזה להזריק להם חומר שאין לדעת מה השלכות העתידיות שלו? ולתרום את הילדים שלנו לניסוי. חיסון לוקח לאשר עשר שנים פה תוך שנה וחצי הכל מאושר כל התו הדפוק הזה והסנקציות המטופשות על התמותה האפסית מול ההפחדות שלא מפסיקות מבוקר עד לייל זה רוע!!!! כנסו לפרופורציה. כי יש פה הרבה מעבר לקורונה. הנגיף הזה הונדס בשביל החיסון. ביל גייטס המנוול רשם את חיסון הקורונה כפטנט חודש לפני שהנגיף הופץ. יותר מדיי סתירות סילופים ושקרים ואי התאמות בנתונים. הגיע הזמן להתחיל לשאול שאלות קצת מעבר לפחד.,0,קונספירציות,,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,על הרעיון של ביל גייטס איך לדלל את העולם בעזרת חיסונים ניתן לראות במספר כנסים והרצאות שלו אם טיפה תחפרי . כל תחזיות האימה על הקורונה התגלו כבדיה אחת גדולה. לא סתם אחוז גבוה מהאוכלוסיה מטיל ספק רב בחיסונים האלו. בגלל שאין אמת אחת ויציבה. ומי שלא אוהב את הילד שלו בניגוד למה שרשמת תורם את הילד שלו לניסוי ולמדע. כי לא אכפת לו באמת מה יקרה לו. ופה סיימתי להסביר את החששות כי עד כה לא הבנת כנראה שגם לא תביני,0,קונספירציות,,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,8000 נפטרו מהקורונה מעניין כמה קיבלו את התרופה שמתו בגלל התרופה ולא בגלל הקורונה????,,,,https://www.facebook.com/groups/503350980581730/permalink/908869863363171/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"כבר אין הבדל בין מי שעשה ""חיסון"" ובין מי שלא",0,יש הבדל,,https://www.facebook.com/groups/503350980581730/posts/908946986688792/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,מחוסנים מדביקים ונדבקים *פחות* (הרבה פחות),1,,,https://www.facebook.com/groups/503350980581730/posts/908946986688792/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"אף אחד לא מסכן את הילדים, זו לא מחלת ילדים. דיי עם הפרופוגנדה.",,,,https://www.facebook.com/groups/503350980581730/posts/908946986688792/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,היו גם מורים מחוסנים שהדביקו .,1,,"תגובה מפוצלת, חלק 1",https://www.facebook.com/groups/503350980581730/posts/908946986688792/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,מחוסנים מסוכנים בצורה שווה ויש להקפיד על בדיקות בדיוק באותה מידה .,1,"כנראה שכאשר מחוסנים נדבקים אז הם מסוגלים להדביק מישהו בצורה שווה לחולה קורונה שאינו מחוסן, עם זאת למחוסנים יש פחות סיכוי להידבק.","תגובה מפוצלת, חלק 2",https://www.facebook.com/groups/503350980581730/posts/908946986688792/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,קורונה לא מסוכנת לילדים,0,,,https://www.facebook.com/groups/503350980581730/posts/908946986688792/
27/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,מעריכים שבעוד כמה שבועות נתחיל לחסן ילדים בישראל. מדובר בחיסון שונה מהחיסון למבוגרים - הוא במינון מופחת ומוכן להזרקה בצורה קלה יותר. עדיין אין את המנות בארץ .,1,כתבה של ישראל היום המדברת על הנאמר בפוסט: https://www.israelhayom.co.il/health/article/5319735,"ציטוט של: הפרופ' נחמן אש, מנכ""ל משרד הבריאות
הפוסט שונה כדי לא להיות בצורת ציטוט",https://www.facebook.com/groups/503350980581730/permalink/909530736630417/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,"התינוקות הקטנים הם גורם עיקרי להעברת הנגיף, הרבה ילדים זקוקים לאקמו, הנשמה ותרופות תומכות לב. אני ממליץ על החיסון.",1,אכן נאמר: https://www.inn.co.il/news/529726,ציטוט של פרופ' שמעון רייף ('הדסה') ל'ערוץ 7',https://www.facebook.com/groups/503350980581730/permalink/909275489989275/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"מה, את מאמינה שיש ילדים באקמו, נו באמת?! זה סתם בשביל להפחיד ולחסן ילדים קטנים ולעשות עליהם ניסויים",0,"קונספירציה, מאמינים שמשקרים לגבי ילדים באקמו",,https://www.facebook.com/groups/503350980581730/permalink/909275489989275/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"יש וירוס של תינוקות שעושה דלקת ריאות, כן יש תינוקות מאושפזים עם ירידה בסיטורציה אבל הקשר לקורונה לא ברור לי בכלל",,,,https://www.facebook.com/groups/503350980581730/permalink/909275489989275/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,"*חיסון הילדים בדרך*. *שעות לפני דיון ה-FDA בחיסוני הילדים, מודרנה מעדכנת: החיסון מגיל 5 יעיל ובטוח* חברת התרופות מציגה נתונים ראשונים ממחקר הילדים, שהראה שהחיסון שפיתחה מביא להגנה גבוהה מפני הדבקה סימפטומטית בנגיף הקורונה בבני 11-5, עם מיעוט תופעות לוואי. המינון המתאים שנמצא הוא מחצית ממינון המבוגרים. הערב ידון ה-FDA באישור חיסון הילדים של פייזר: בארה""ב ובישראל כבר נערכים למבצע החיסונים.",1,קישור לכתבה: https://www.ynet.co.il/health/article/hybdwur8k,ציטוט מווינט,https://www.facebook.com/groups/503350980581730/permalink/909070113343146/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"החיסונים הם נס רפואי, ואני גם בעד חיסון ילדים אם וכאשר יאושר על ידי הfda, ויוכח שהוא בטוח ויעיל גם להם, אני פשוט חושב שעל הילדים המחקר שנעשה לא מספק, אבל ב fda יושבים מומחים הכי טובים בעולם, מה שהם יחליטו ויסבירן, אני כמובן אקבל. ומי שלא מתחסן בגלל טמטום של פייק ניוז ברשת בעיה שלו.",,,,https://www.facebook.com/groups/503350980581730/permalink/909070113343146/
24/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,"הווריאנט החדש אכן מדאיג את פרוייקטור הקורונה, הנתונים עדיין בבחינה. החיסון מטפל בו ומגן עלינו נגדו, למרות האופטימיות והנתונים היורדים, הופעת זן מורכב הוא בעייתי ויכול מחדש להביא אותנו לגל נוסף.",1,קישור לכתבה: https://103fm.maariv.co.il/programs/media.aspx?ZrqvnVq=IHMHMG&c41t4nzVQ=GJL,"ציטוט של פרופ׳ סלמאן זרקא פרוייקטור הקורונה ב׳רדיו 103׳ על תת זן הדלתא שהתגלה בישראל.
הפוסט שונה כדי שלא ייראה כמו ציטוט",https://www.facebook.com/groups/503350980581730/permalink/907646506818840/
24/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,חיסוני הילדים בדרך - גורמים בממשלה: יש בישראל מספקי חיסונים להתנעת המבצע בשבועות הקרובים. 6 מיליון מנות חיסון יגיעו לארץ בינואר.,1,קישור לכתבה: https://www.kan.org.il/item/?itemid=115415,ציטוט של כאן,https://www.facebook.com/groups/503350980581730/permalink/907996060117218/
24/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"יעילות ה""חיסון"" מתפוגגת? על מה הוא מדבר, הוא לא היה יעיל מלכתחילה, כל מי שאומר אחרת או משקר או לא מבין מה זו יעילות. 95% מהחולים הם מוזרקי פייזר.",0,,מקור: https://rumble.com/vlbddq-israeli-doctor-kobi-haviv-fully-vaccinated-account-for-85-90-of-hospitaliza.html?fbclid=IwAR3c64bNMeRzLsFVIgkTnyZg9pSsZN9JvezSvk2S6LD81SIj1RGrUj_GyvI,https://www.facebook.com/groups/503350980581730/permalink/907996060117218/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,"שיא תחלואה ביוון, רומניה, בולגריה, רוסיה ואוקראינה – עלייה דרמטית בהרבה יעדים באירופה",1,יש עלייה בתחלואה במזרח אירופה בימים אלה,,https://www.facebook.com/groups/503350980581730/permalink/908963503353807/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,בכל העולם יש ירידה במספרי המות וההדבקות מקרונה וחברות החיסונים בפאניקה. אז מה עושים? מוצאים מדינה או 2 שנרשם שם שיא מקומי של נדבקים כדי לייצר הפחדה ולא מספרים לכם שבכל העולם היה גידול בתחלואה שם המספרים היו בשפל.,0,נתון שקרי וקונספירציה,,https://www.facebook.com/groups/503350980581730/permalink/908963503353807/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,מה שהוריד את התחלואה בגל הזה היו באמת חיסוני הבוסטר.,1,,נמחק החלק שאינו מציין עובדה אלא היפותזה,https://www.facebook.com/groups/503350980581730/permalink/908963503353807/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,רוב אלו שנדבקו וחלו קשה הם באמת לא מחוסנים. וברגע שהתחסנו יותר אנשים באמת מספר החולים החדשים הולך ויורד.,1,,,https://www.facebook.com/groups/503350980581730/permalink/908963503353807/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,גלי התחלואה הושפעו ממש מגלי ההתחסנות,,,,https://www.facebook.com/groups/503350980581730/permalink/908963503353807/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,ככל שהתחילו לחסן התחילה תמותת יתר.,0,רומז שתמותה נובעת מהחיסון הרבה יותר מהקורונה,,https://www.facebook.com/groups/503350980581730/permalink/908963503353807/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,אם בוחנים מי לצערנו נפטר - אז זה הלא מחוסנים באופן לא פרופורציונלי לשיעורם באוכלוסיה. זה לא כאילו שהאנשים שקיבלו בוסטר פתאום מתו.,,,הפוסט אינו מובן לחלוטין,https://www.facebook.com/groups/503350980581730/permalink/908963503353807/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"גל רביעי וחמישי בדרך, וכו' ...עוד יהיה המון מאמרים שגויים בתקשורת עד שהעולם ייגמר, מגפה של דמיון",0,,,https://www.facebook.com/groups/503350980581730/permalink/908963503353807/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,במינון מסוכן ובניגוד לחוק: רופאים ואחיות מחסנים ילדים מתחת לגיל 12 באופן פיראטי,1,,"שותף בפייסבוק, הידיעה מחדשות13.
מקור: https://13news.co.il/item/news/domestic/health/vaccinating-below-twelve-1393869/?fbclid=IwAR33686Ttx9oihrOCw3cmJKzWlvnSV6FvUnQhd3L7FaouXbhRl221l13ZY0",https://www.facebook.com/groups/503350980581730/posts/909051036678387/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,עקב מקרי הדבקה חדשים – סין תחסן ילדים מגיל שלוש נגד קורונה,1,,"שותף בפייסבוק, הידיעה מישראל היום. מקור: https://www.israelhayom.co.il/news/world-news/article/5312168?fbclid=IwAR1OKvkLqlVBBQNTe47MJffej-EzPep_Pi3EpdTGvf76bZvnlOV9LEqGFvM",https://www.facebook.com/groups/503350980581730/posts/909193176664173/
22/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"למשרד הבריאות זה לא ממש אכפת מה את עוברת. מבחינתם זה לא נחשב תופעת לוואי אם לא דיווחת להם, כך שאם אם חלילה יש סיבוך אין לך את מי לתבוע אפילו",,,,https://www.facebook.com/groups/503350980581730/permalink/906534336930057/
22/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,תפסיקו לדחוף את החיסונים האלו לגוף. הם פשוט לא יעילים בפני הדבקה. אני חוסנתי ונדבקתי!!! החיסון הכי טוב לקורונה זה הגוף שלנו.,0,,,https://www.facebook.com/groups/503350980581730/permalink/906534336930057/
22/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,יש הרבה מאוד שנדבקו וחלו מאוד קשה ויש גם כאלה שנשארו עם תופעות לוואי.,1,,,https://www.facebook.com/groups/503350980581730/permalink/906534336930057/
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,ככה לא נצא מהקורונה עובדה בחיסון הראשון והשני כמעט כל האוכלוסייה התחסנה וזה לא עזר,0,"זה לא נכון שכמעט כל האוכלוסייה התחסנה, היו הרבה תתי-אוכלוסיות שסירבו להתחסן. בכל זאת, במשך כמה חודשים אחרי מבצע החיסונים של ה-1 וה-2 הייתה ירידה משמעןתית של חולים עד כדי ביטול המסכות במקומות סגורים (לשבוע).",,https://www.facebook.com/groups/503350980581730/permalink/906534336930057/
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"ה""חיסון הטבעי"" לא עוזר נגד הקורונה.",1,בהנחה שהחיסון הטבעי זו המערכת החיסונית בגוף שלנו,,https://www.facebook.com/groups/503350980581730/permalink/906534336930057/
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,אף רופא לא מתעלם. למעשה הבעיה הרווחת יותר היא רופאים שממליצים למטופלים שלהם שלא להתחסן כי הם לא למדו מספיק על תופעות הלוואי של החיסון ובאילו מקרים רפואיים באמת מומלץ שלא לחסן.,,,,https://www.facebook.com/groups/503350980581730/permalink/906534336930057/
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"בנוסף לזה שקורונה מסכנת חיים ,רוב החולים נשארים עם תופעות לוואי כמו עייפות ,דופק מהיר ועוד .",1,,,https://www.facebook.com/groups/503350980581730/permalink/906534336930057/
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"אם כולם היו מתים מיד אחרי הזריקה הראשונה, היו מפסיקים להזריק אחרי כמה עשרות אלפי אנשים. זה אמור לקרות לאט, בהדרגה, במצטבר, ולאורך כמה שנים.",0,קונספירציה,,https://www.the-people-committee.com/%D7%93%D7%95-%D7%97-%D7%AA%D7%95%D7%A4%D7%A2%D7%95%D7%AA-%D7%9C%D7%95%D7%95%D7%90%D7%99?fbclid=IwAR3pXQLM0gc5nrmRDvD-Tt0erNLWx4bLIrna300hh5jw7enj7nSW4L16k9M
24/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"חיסון שפעת לא ממליץ להתקרב השנה, יש מצב שהוא הוחלף במשהו חדש, כך לפי מערכות הדיווח בארהב",0,קונספירציה,,https://www.the-people-committee.com/%D7%93%D7%95-%D7%97-%D7%AA%D7%95%D7%A4%D7%A2%D7%95%D7%AA-%D7%9C%D7%95%D7%95%D7%90%D7%99?fbclid=IwAR3pXQLM0gc5nrmRDvD-Tt0erNLWx4bLIrna300hh5jw7enj7nSW4L16k9M
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,מי צריך את כל החיסונים והרעל הזה בגוף דילול אוכלוסיה,0,קונספירציה,,https://www.the-people-committee.com/%D7%93%D7%95-%D7%97-%D7%AA%D7%95%D7%A4%D7%A2%D7%95%D7%AA-%D7%9C%D7%95%D7%95%D7%90%D7%99?fbclid=IwAR3pXQLM0gc5nrmRDvD-Tt0erNLWx4bLIrna300hh5jw7enj7nSW4L16k9M
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,כן חבל שהחיסונים זה הקרונההההה לא מספרים תאמ כמה מצו מה החיסון לא מספרים על התופעות לוואי,,,,https://www.the-people-committee.com/%D7%93%D7%95-%D7%97-%D7%AA%D7%95%D7%A4%D7%A2%D7%95%D7%AA-%D7%9C%D7%95%D7%95%D7%90%D7%99?fbclid=IwAR3pXQLM0gc5nrmRDvD-Tt0erNLWx4bLIrna300hh5jw7enj7nSW4L16k9M
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,החיסונים זה ממש לא הקורונה. אין בהם וירוס. תופעות לוואי של חיסונים הן כלום לעומת תופעות ארוכות טווח של החלמה מקורונה.,1,,,https://www.the-people-committee.com/%D7%93%D7%95-%D7%97-%D7%AA%D7%95%D7%A4%D7%A2%D7%95%D7%AA-%D7%9C%D7%95%D7%95%D7%90%D7%99?fbclid=IwAR3pXQLM0gc5nrmRDvD-Tt0erNLWx4bLIrna300hh5jw7enj7nSW4L16k9M
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,יש קרונה אבל זה לא מגיפה מגיפה זה אנשים שמתים,0,הקורונה היא מגיפה,,https://www.the-people-committee.com/%D7%93%D7%95-%D7%97-%D7%AA%D7%95%D7%A4%D7%A2%D7%95%D7%AA-%D7%9C%D7%95%D7%95%D7%90%D7%99?fbclid=IwAR3pXQLM0gc5nrmRDvD-Tt0erNLWx4bLIrna300hh5jw7enj7nSW4L16k9M
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,יש מיליונים שאיבדו את חייהם לקורונה.,1,,,https://www.the-people-committee.com/%D7%93%D7%95-%D7%97-%D7%AA%D7%95%D7%A4%D7%A2%D7%95%D7%AA-%D7%9C%D7%95%D7%95%D7%90%D7%99?fbclid=IwAR3pXQLM0gc5nrmRDvD-Tt0erNLWx4bLIrna300hh5jw7enj7nSW4L16k9M
