Date Posted,Link,Text,Region,Username,Publisher,Binary Label,clean_text
04/03/2020,https://twitter.com/IndiaToday/status/1246034772733751296,"The country has seen a spike in Covid-19 cases over the last two weeks, and has routinely reported more than 50 new cases daily.
#CoronavirusOutbreak https://www.indiatoday.in/world/story/coronavirus-singapore-sets-new-closures-curb-virus-spread-1662948-2020-04-03 ",India,indiatoday,IndiaToday,1,the country have see a spike in corona case over the last two weeks and have routinely report more than 50 new case daily coronaoutbreak
04/03/2020,https://twitter.com/IndiaToday/status/1245924250214477831,"Maharashtra, Tamil Nadu worst-hit by Covid-19
#Coronavirus #covid19 https://www.indiatoday.in/programme/first-up/video/maharashtra-tamil-nadu-worst-hit-by-covid-19-1662752-2020-04-03 ",India,indiatoday,IndiaToday,1,maharashtra tamil nadu worsthit by corona corona corona
04/03/2020,https://twitter.com/IndiaToday/status/1246011085724868609,"Do we have reliable testing kits? Do we have enough dedicated COVID-19 hospitals? Here, the question is, are weas a countrydoing enough? Our cover story this week, free to read online. #IndiaTodayMagazine #IndiaTodayInsight https://www.indiatoday.in/magazine/cover-story/story/20200406-a-plan-to-beat-the-pandemic-1660096-2020-03-27 ",India,indiatoday,IndiaToday,1,do we have reliable test kit do we have enough dedicate corona hospitals here the question be be weas a countrydoing enough our cover story this week free to read online indiatodaymagazine indiatodayinsight
04/03/2020,https://twitter.com/IndiaToday/status/1245939897384329217,"""Only critically ill non-Covid-19 patient certified by the state health authorities concerned can seek treatment at the NEIGRIHMS and only one attendant will be allowed to accompany the patient.""
#Shillong #coronavirus https://www.indiatoday.in/india/story/shillong-hospital-to-admit-critically-ill-non-covid19-patients-from-other-states-1662777-2020-04-03 ",India,indiatoday,IndiaToday,1,only critically ill noncorona patient certify by the state health authorities concern can seek treatment at the neigrihms and only one attendant will be allow to accompany the patient shillong corona
04/03/2020,https://twitter.com/IndiaToday/status/1246139507092500480,"According to the information provided by the state government, 48 fresh Covid-19 cases have been reported in UP out of which 47 are the people who attended the religious congregation at Nizamuddin in Delhi.
#Coronavirus (@neelanshu512) https://www.indiatoday.in/india/story/people-linked-talbighi-jamaat-test-coronavirus-positive-up-1663102-2020-04-03 ",India,indiatoday,IndiaToday,1,accord to the information provide by the state government 48 fresh corona case have be report in up out of which 47 be the people who attend the religious congregation at nizamuddin in delhi corona neelanshu512
04/03/2020,https://twitter.com/IndiaToday/status/1246131867612405765,"In a hasty rise of Covid-19 cases in Odisha, as many as three people tested positive for the novel #coronavirus on Friday, state's health and family welfare department said. https://www.indiatoday.in/india/story/odisha-new-cases-total-number-covid19-coronavirus-curfew-lockdown-1663065-2020-04-03 ",India,indiatoday,IndiaToday,1,in a hasty rise of corona case in odisha as many as three people test positive for the novel corona on friday state health and family welfare department say
04/03/2020,https://twitter.com/IndiaToday/status/1245986488103219200,"Earlier, a 69-year-old man who recently returned from the USA died of Covid-19 in Kangra on March 23. #HimachalPradesh #CoronavirusOutbreak https://www.indiatoday.in/india/story/covid-19-woman-from-solan-dies-in-chandigarh-hospital-himachal-death-toll-rises-to-two-1662841-2020-04-03 ",India,indiatoday,IndiaToday,1,earlier a 69yearold man who recently return from the usa die of corona in kangra on march 23 himachalpradesh coronaoutbreak
04/03/2020,https://twitter.com/IndiaToday/status/1246143136780279809,"According to ICMR, 575 people tested positive for Covid-19 in India on Friday.
#CoronavirusOutbreak https://www.indiatoday.in/india/story/coronavirus-india-reports-record-coronavirus-case-spike-april-3-647-jamaat-linked-covid19-patients-country-latest-developments-1663107-2020-04-03 ",India,indiatoday,IndiaToday,1,accord to icmr 575 people test positive for corona in india on friday coronaoutbreak
04/03/2020,https://twitter.com/IndiaToday/status/1245990650761236481,"As of 11.30 am on Friday, around 40 fresh Covid-19 cases have been reported in Rajasthan, Andhra Pradesh, Uttar Pradesh, Delhi and Goa.

 https://www.indiatoday.in/india/story/coronavirus-india-covid19-tracker-total-cases-death-toll-news-update-1662816-2020-04-03 ",India,indiatoday,IndiaToday,1,as of 1130 be on friday around 40 fresh corona case have be report in rajasthan andhra pradesh uttar pradesh delhi and goa
04/03/2020,https://twitter.com/IndiaToday/status/1245916644188114946,This study analyzed travel and visited behaviourial changes that occurred during the third week of Covid-19 outbreak in India prior to the lockdown period. (@Ashi_IndiaToday) https://www.indiatoday.in/india/story/awareness-of-covid-19-higher-in-india-s-tier-1-cities-says-study-by-iits-1662733-2020-04-03 ,India,indiatoday,IndiaToday,1,this study analyze travel and visit behaviourial change that occur during the third week of corona outbreak in india prior to the lockdown period ashiindiatoday
04/03/2020,https://twitter.com/IndiaToday/status/1246095219017125888,"With these fresh novel #coronavirus cases, the total number of positive cases of Covid-19 in Assam stands at 20.

 https://www.indiatoday.in/india/story/assam-four-new-coronavirus-positive-case-total-covid19-1663056-2020-04-03 ",India,indiatoday,IndiaToday,1,with these fresh novel corona case the total number of positive case of corona in assam stand at 20
04/03/2020,https://twitter.com/IndiaToday/status/1246139756271947776,"The number of COVID-19 cases in Pune district in Maharashtra grew by 11 on Friday to 71, Collector Naval Kishore Ram said.
#coronavirusindia https://www.indiatoday.in/india/story/11-new-covid-19-cases-in-pune-district-count-reaches-71-1663104-2020-04-03 ",India,indiatoday,IndiaToday,1,the number of corona case in pune district in maharashtra grow by 11 on friday to 71 collector naval kishore ram say coronaindia
04/03/2020,https://twitter.com/IndiaToday/status/1246040127022854144,Even authorities monitoring the fight against Covid-19 appear divided on this question. @PrabhashRinkoo https://www.indiatoday.in/coronavirus-outbreak/story/should-you-wear-mask-is-it-time-to-review-coronavirus-advisory-1662834-2020-04-03 ,India,indiatoday,IndiaToday,1,even authorities monitor the fight against corona appear divide on this question prabhashrinkoo
04/03/2020,https://twitter.com/IndiaToday/status/1245928999374774272,"As many as 88 people tested positive for Covid-19 in Maharashtra on Thursday.
#CoronavirusOutbreakIndia https://www.indiatoday.in/coronavirus-outbreak/story/maharashtra-covid-19-tally-jumps-423-toll-rises-21-1662716-2020-04-03 ",India,indiatoday,IndiaToday,1,as many as 88 people test positive for corona in maharashtra on thursday coronaoutbreakindia
04/03/2020,https://twitter.com/IndiaToday/status/1246141513559445505,"The USA has recently overtaken China & Italy to become an epicentre of the pandemic COVID-19. How is President Donald Trump fighting this battle against Coronavirus in the United States? Watch the video to know more.
#NewsMo #Vertical @Geeta_Mohan pic.twitter.com/gaIFWUBaSo",India,indiatoday,IndiaToday,1,the usa have recently overtake china italy to become an epicentre of the pandemic corona how be president donald trump fight this battle against corona in the unite state watch the video to know more newsmo vertical geetamohan
04/03/2020,https://twitter.com/IndiaToday/status/1246051651120742402,"Diagnosing the new world order. Renowned foreign affairs expert @FareedZakaria  joins us on @IndiaToday at 6.30 PM live from New York. What is infecting America's response? How will covid-19 reshape global order? 
(@rahulkanwal) pic.twitter.com/WdfhXqgjhF",India,indiatoday,IndiaToday,1,diagnose the new world order renowned foreign affairs expert fareedzakaria join us on indiatoday at 630 pm live from new york what be infect americas response how will corona reshape global order rahulkanwal
04/03/2020,https://twitter.com/ndtv/status/1245982013443600384,"Instagram influencer slammed for not isolating after testing positive for COVID-19
 https://www.ndtv.com/offbeat/coronavirus-influencer-arielle-charnas-slammed-for-not-isolating-after-testing-positive-for-covid-19-2205362  pic.twitter.com/Hpi3SLVEID",India,ndtv,NDTV,1,instagram influencer slam for not isolate after test positive for corona
04/03/2020,https://twitter.com/ndtv/status/1246124449793036288,COVID-19 - 10 Security Personnel At Mumbai Airport Test Positive For Coronavirus  https://www.ndtv.com/mumbai-news/coronavirus-covid-19-mumbai-10-security-personnel-at-mumbai-airport-test-positive-for-coronavirus-2205806  #NDTVNewsBeeps #Coronavirus #CoronavirusOutbreak pic.twitter.com/C1wI9HRRA0,India,ndtv,NDTV,1,corona 10 security personnel at mumbai airport test positive for corona ndtvnewsbeeps corona coronaoutbreak
04/03/2020,https://twitter.com/ndtv/status/1246070408110981123,"'COVID-19 Waste'' label must on #coronavirus related biomedical waste  https://www.ndtv.com/india-news/covid-19-waste-label-must-on-coronavirus-related-biomedical-waste-2205757 
#CoronavirusPandemic pic.twitter.com/UWruG52QvM",India,ndtv,NDTV,1,corona waste label must on corona relate biomedical waste coronapandemic
04/03/2020,https://twitter.com/ndtv/status/1245966128997748736,"#COVID-19: In message to PM Modi, P Chidambaram talks of ""what we expected from you""

 https://www.ndtv.com/india-news/coronavirus-in-message-to-pm-modi-p-chidambaram-talks-of-what-we-expected-from-you-2205424 
#Coronavirusindia #CoronavirusPandemic pic.twitter.com/8arKX30YuK",India,ndtv,NDTV,1,corona in message to pm modi p chidambaram talk of what we expect from you coronaindia coronapandemic
04/03/2020,https://twitter.com/ndtv/status/1246048686477623296,647 COVID-19 Cases In Last 2 Days Linked To Islamic Sect Meet In Delhi  https://www.ndtv.com/india-news/647-coronavirus-cases-found-in-last-two-days-linked-to-islamic-sect-gathering-in-delhi-says-governme-2205635  #NDTVNewsBeeps #Coronavirus #Nizamuddin pic.twitter.com/vjQsUhPtss,India,ndtv,NDTV,1,647 corona case in last 2 days link to islamic sect meet in delhi ndtvnewsbeeps corona nizamuddin
04/03/2020,https://twitter.com/ndtv/status/1245940722227798016,"2 nursing officers at Delhi government hospital test positive for #COVID-19

 https://www.ndtv.com/delhi-news/2-nursing-officers-at-delhi-state-cancer-institution-test-positive-for-covid-19-2205335 
#CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/19b557Tb6r",India,ndtv,NDTV,1,2 nurse officer at delhi government hospital test positive for corona coronaoutbreak coronapandemic coronaindia
04/03/2020,https://twitter.com/the_hindu/status/1245881456817246210,"Among other things, these medicines include influenza vaccines, anti-viral drugs such as lopinavir and ritonavir  which have been used to treat patients with COVID-19
 https://trib.al/xXmSY7F ",India,the_hindu,The Hindu,1,among other things these medicine include influenza vaccines antiviral drug such as lopinavir and ritonavir  which have be use to treat patients with corona
04/03/2020,https://twitter.com/the_hindu/status/1246155522363011072,"Bharat Heavy Electricals Limited has readied a prototype light-weight, walk-through disinfection chamber based on its in-house concept and design as a contribution to the country's efforts to contain the spread of #Covid-19.
 https://trib.al/p4jbGcT ",India,the_hindu,The Hindu,1,bharat heavy electricals limit have readied a prototype lightweight walkthrough disinfection chamber base on its inhouse concept and design as a contribution to the countrys efforts to contain the spread of corona
04/03/2020,https://twitter.com/the_hindu/status/1245947890125725696,"Listen to The Hindu's podcasts with daily updates and scientific views on the COVID-19 pandemic. We are available on Spotify, Google Podcasts, Apple Podcasts and more

Link:  https://spoti.fi/2xjpXoM 

Link:  https://bit.ly/2xepWSQ 

Link:  https://apple.co/2U7K1TP ",India,the_hindu,The Hindu,1,listen to the hindus podcast with daily update and scientific view on the corona pandemic we be available on spotify google podcast apple podcast and more link link link
04/03/2020,https://twitter.com/the_hindu/status/1245883717102571520,"Since emerging in China in December, COVID-19 has infected more than 9,40,000 people across the world
 https://bit.ly/2Jx51NJ ",India,the_hindu,The Hindu,1,since emerge in china in december corona have infect more than 940000 people across the world
04/03/2020,https://twitter.com/washingtonpost/status/1246098152312233984,"Perspective: Beating covid-19 demands President Trump work with, not against, governors  https://wapo.st/3bMJrRn ",United States,washingtonpost,The Washington Post,1,perspective beat corona demand president trump work with not against governors
04/03/2020,https://twitter.com/washingtonpost/status/1246172298241073152,"Perspective: No, cannabis is not a miracle cure for covid-19  https://wapo.st/2xIFkXS ",United States,washingtonpost,The Washington Post,1,perspective no cannabis be not a miracle cure for corona
04/03/2020,https://twitter.com/washingtonpost/status/1245912424949010432,Opinion: Targeting Asians and Asian Americans will make it harder to stop covid-19  https://wapo.st/2weaJRK ,United States,washingtonpost,The Washington Post,1,opinion target asians and asian americans will make it harder to stop corona
04/03/2020,https://twitter.com/washingtonpost/status/1246184834147463169,"French doctor apologizes for suggesting possible covid-19 treatment should be tested ""in Africa""  https://wapo.st/2UDHa5s ",United States,washingtonpost,The Washington Post,1,french doctor apologize for suggest possible corona treatment should be test in africa
04/04/2020,https://twitter.com/BBCNews/status/1246282394174394373,Coronavirus: China mourns Covid-19 victims with three-minute silence  https://bbc.in/2xQ0h2Z ,Europe,bbcnews,BBC News (UK),1,corona china mourn corona victims with threeminute silence
04/04/2020,https://twitter.com/BBCNews/status/1246457833597657089,"""708 people have sadly lost their lives as a result of Covid-19, the highest daily total yet recorded""

UK Cabinet Office Minister Michael Gove says the number shows the importance of maintaining social distancing to stop the spread of coronavirus

 http://bbc.in/2UUFCTi  pic.twitter.com/CDR2aVcuhn",Europe,bbcnews,BBC News (UK),1,708 people have sadly lose their live as a result of corona the highest daily total yet record uk cabinet office minister michael gove say the number show the importance of maintain social distance to stop the spread of corona httpbbcin2uufcti
04/04/2020,https://twitter.com/guardiannews/status/1246555653243535361,"UK's Covid-19 lockdown could crumble as frustration grows, police warn  https://www.theguardian.com/world/2020/apr/04/uks-covid-19-lockdown-could-crumble-as-frustration-grows-police-warn?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586025232 ",Europe,guardiannews,Guardian news,1,uks corona lockdown could crumble as frustration grow police warn
04/04/2020,https://twitter.com/guardiannews/status/1246507788983046145,"Recruit volunteer army to trace Covid-19 contacts now, urge top scientists  https://www.theguardian.com/world/2020/apr/04/recruit-volunteer-army-to-trace-coronavirus-contacts-now-urge-top-scientists?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586011355 ",Europe,guardiannews,Guardian news,1,recruit volunteer army to trace corona contact now urge top scientists
04/04/2020,https://twitter.com/guardiannews/status/1246366501042610177,China mourns Covid-19 whistleblowers as Trump dismisses US face mask advice  https://www.theguardian.com/world/2020/apr/04/china-mourns-covid-19-whistleblowers-as-trump-dismisses-us-face-mask-advice?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1585982260 ,Europe,guardiannews,Guardian news,1,china mourn corona whistleblowers as trump dismiss us face mask advice
04/04/2020,https://twitter.com/guardiannews/status/1246520833918619653,A smiling hero': tributes pour in for nurse dead at 36 from Covid-19  https://www.theguardian.com/world/2020/apr/04/a-smiling-hero-tributes-pour-in-for-nurse-dead-at-36-from-covid-19?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586023813 ,Europe,guardiannews,Guardian news,1,a smile hero tributes pour in for nurse dead at 36 from corona
04/04/2020,https://twitter.com/guardiannews/status/1246356712514375683,"Public inquiry into No 10's Covid-19 response inevitable, peer says  https://www.theguardian.com/politics/2020/apr/03/public-inquiry-into-no-10-covid-19-response-inevitable-kerslake-says?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1585986881 ",Europe,guardiannews,Guardian news,1,public inquiry into no 10s corona response inevitable peer say
04/04/2020,https://twitter.com/IndiaToday/status/1246435016256524288,"""India is simply not testing enough to fight the Covid-19 virus,"" Rahul Gandhi said on Twitter.
#CoronavirusPandemic #COVID19 https://www.indiatoday.in/india/story/congress-rahul-gandhi-on-clapping-torches-pm-modi-coronavirus-india-1663325-2020-04-04 ",India,indiatoday,IndiaToday,1,india be simply not test enough to fight the corona virus rahul gandhi say on twitter coronapandemic corona
04/04/2020,https://twitter.com/IndiaToday/status/1246479031937138689,"#CoroanvirusPandemic | Former CEA Arvind Subramanian on unemployment, global crisis due to COVID-19 and more.
#Exclusive #ITVideo @RahulKanwal @ArvindSubraman
Watch the full show at  https://bit.ly/2V2IhKY  pic.twitter.com/CkhbyzmH22",India,indiatoday,IndiaToday,1,coroanviruspandemic | former cea arvind subramanian on unemployment global crisis due to corona and more exclusive itvideo rahulkanwal arvindsubraman watch the full show at
04/04/2020,https://twitter.com/ndtv/status/1246241575702691841,"German official says US swooped on masks at Bangkok airport

 https://www.ndtv.com/india-news/german-official-says-us-swooped-on-masks-at-bangkok-airport-2205872 
#CoronavirusOutbreak #Covid_19 #CoronavirusPandemic pic.twitter.com/A7mvakNZF4",India,ndtv,NDTV,1,german official say us swoop on mask at bangkok airport coronaoutbreak corona coronapandemic
04/04/2020,https://twitter.com/ndtv/status/1246329490856263682,"#COVID-19 #lockdown must be backed up by extensive testing: Priyanka Gandhi Vadra

 https://www.ndtv.com/india-news/covid-19-lockdown-must-be-backed-up-by-extensive-testing-priyanka-gandhi-vadra-2206007 
#CoronavirusPandemic #Coronavirusindia pic.twitter.com/3jNL4X2RYp",India,ndtv,NDTV,1,corona lockdown must be back up by extensive test priyanka gandhi vadra coronapandemic coronaindia
04/04/2020,https://twitter.com/ndtv/status/1246476079486963712,"""Proud Of You"": Pakistan Air Traffic Controller To Air India's COVID-19 Relief Flights  https://www.ndtv.com/india-news/coronavirus-india-proud-of-you-pakistan-air-traffic-controller-to-air-indias-covid-19-relief-flights-2206217  #NDTVNewsBeeps pic.twitter.com/f9RFE9Yley",India,ndtv,NDTV,1,proud of you pakistan air traffic controller to air indias corona relief flight ndtvnewsbeeps
04/04/2020,https://twitter.com/ndtv/status/1246380055351173120,"Coronavirus India: Amid COVID-19 Worry, Government's DIY Steps For Homemade Masks  https://www.ndtv.com/india-news/coronavirus-india-amid-covid-19-worry-governments-diy-steps-for-homemade-masks-for-all-2206011  #NDTVNewsBeeps pic.twitter.com/xZrqSiXfTx",India,ndtv,NDTV,1,corona india amid corona worry governments diy step for homemade mask ndtvnewsbeeps
04/04/2020,https://twitter.com/ndtv/status/1246328539252576256,"How doctors are sourcing personal protective equipment amid #COVID-19 crisis

 https://www.ndtv.com/india-news/coronavirus-how-doctors-are-sourcing-personal-protective-equipment-amid-covid-19-crisis-2206000 
#CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/mrSOiSaTAD",India,ndtv,NDTV,1,how doctor be source personal protective equipment amid corona crisis coronaoutbreak coronapandemic coronaindia
04/04/2020,https://twitter.com/ndtv/status/1246342831226023941,"Guwahati journalists get special suits in fight against #COVID-19

 https://www.ndtv.com/guwahati-news/coronavirus-cases-india-guwahati-journalists-get-special-suits-in-fight-against-covid-19-2206025 
#CoronavirusLockdown #CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/hOj3HFCN7V",India,ndtv,NDTV,1,guwahati journalists get special suit in fight against corona coronalockdown coronaoutbreak coronapandemic coronaindia
04/04/2020,https://twitter.com/ndtv/status/1246301234484490242,"#Coronavirus: 60-year-old #COVID-19 patient with ""no travel history"" dies in Bikaner

 https://www.ndtv.com/cities/coronavirus-60-year-old-covid-19-patient-with-no-travel-history-dies-in-bikaner-2205947 
#CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/aNrN3IapeF",India,ndtv,NDTV,1,corona 60yearold corona patient with no travel history die in bikaner coronaoutbreak coronapandemic coronaindia
04/04/2020,https://twitter.com/ReutersUK/status/1246493693747646472,Liverpool furlough non-playing staff amid COVID-19 pandemic  https://reut.rs/39IR1uM  pic.twitter.com/7nmpKsJsGM,Europe,reutersuk,Reuters UK,1,liverpool furlough nonplaying staff amid corona pandemic
04/04/2020,https://twitter.com/the_hindu/status/1246505326087733248,"The two leaders held an ""extensive telephonic conversation. ""We had a good discussion, and agreed to deploy the full strength of the India-U.S. partnership to fight COVID-19,  #NarendraModi tweeted.
#CoronavirusOutbreak
#USA https://trib.al/uck06WE ",India,the_hindu,The Hindu,1,the two leaders hold an extensive telephonic conversation we have a good discussion and agree to deploy the full strength of the indiaus partnership to fight corona narendramodi tweet coronaoutbreak usa
04/04/2020,https://twitter.com/the_hindu/status/1246361867783561218,"Amazon Founder and CEO Jeff Bezos has announced to donate $100 million to US food banks to help them feed a growing number of outofjob Americans during the ongoing new coronavirus (COVID-19) pandemic.

 https://bit.ly/2V09zBt ",India,the_hindu,The Hindu,1,amazon founder and ceo jeff bezos have announce to donate 100 million to us food bank to help them fee a grow number of outofjob americans during the ongoing new corona corona pandemic
04/04/2020,https://twitter.com/the_hindu/status/1246387783297425410,"JUST IN | Luv Agarwal of Health Ministry gives the age profile of COVID-19 patients: ""9 % cases till 20 years, 42% till 21-40 years, 33% 41-60 years and 17% above 60 years.""

reports @deveshpd",India,the_hindu,The Hindu,1,just in | luv agarwal of health ministry give the age profile of corona patients 9 case till 20 years 42 till 2140 years 33 4160 years and 17 above 60 years report deveshpd
04/04/2020,https://twitter.com/washingtonpost/status/1246277674319970304,Opinion: Health-care workers deserve hazard pay during covid-19 pandemic  https://wapo.st/3dRWP8L ,United States,washingtonpost,The Washington Post,1,opinion healthcare workers deserve hazard pay during corona pandemic
04/04/2020,https://twitter.com/washingtonpost/status/1246438148793663489,"A funeral is thought to have sparked a covid-19 outbreak in Albany, Ga.  and led to many more funerals  https://wapo.st/3498FXC ",United States,washingtonpost,The Washington Post,1,a funeral be think to have spark a corona outbreak in albany ga  and lead to many more funerals
04/04/2020,https://twitter.com/washingtonpost/status/1246580856233373704,"""We could get wiped out"": American Indians have the highest rates of diseases that make covid-19 more lethal  https://wapo.st/34827bQ ",United States,washingtonpost,The Washington Post,1,we could get wipe out american indians have the highest rat of diseases that make corona more lethal
04/04/2020,https://twitter.com/washingtonpost/status/1246411809143357440,Coronavirus unemployment guide: Here's everything you need to know if you've lost your job or been furloughed because of the spread of covid-19  https://wapo.st/2X8h6Rq ,United States,washingtonpost,The Washington Post,1,corona unemployment guide heres everything you need to know if youve lose your job or be furlough because of the spread of corona
04/04/2020,https://twitter.com/washingtonpost/status/1246229782167203846,Coronavirus unemployment guide: Here's everything you need to know if you've lost your job or been furloughed because of the spread of covid-19  https://wapo.st/2UEi2va ,United States,washingtonpost,The Washington Post,1,corona unemployment guide heres everything you need to know if youve lose your job or be furlough because of the spread of corona
04/05/2020,https://twitter.com/guardiannews/status/1246750246975279104,Can a face mask protect me from coronavirus? Covid-19 myths busted  https://www.theguardian.com/world/2020/apr/05/face-mask-protect-coronavirus-covid-19-myths-busted?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586074677 ,Europe,guardiannews,Guardian news,1,can a face mask protect me from corona corona myths bust
04/05/2020,https://twitter.com/guardiannews/status/1246736364374196226,Breaking point: the week when ministers struggled to keep pace with Covid-19 crisis  https://www.theguardian.com/world/2020/apr/05/breaking-point-the-week-when-ministers-struggled-to-keep-pace-with-covid-19-crisis?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586066812 ,Europe,guardiannews,Guardian news,1,break point the week when minister struggle to keep pace with corona crisis
04/05/2020,https://twitter.com/guardiannews/status/1246932738332131328,Retired judge and Cummings' uncle Sir John Laws dies after contracting Covid-19  https://www.theguardian.com/law/2020/apr/05/retired-senior-judge-sir-john-laws-dies-after-contracting-coronavirus?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586111319 ,Europe,guardiannews,Guardian news,1,retire judge and cummings uncle sir john laws die after contract corona
04/05/2020,https://twitter.com/IndiaToday/status/1246652031869186048,"#coronavirus #covid19
Brian Lockwood, a 57-year-old British national who was on a tour to #Kerala with 18 other people including his wife from the UK, was tested positive for Covid-19 during his visit. 
(@itsgopikrishnan) https://www.indiatoday.in/india/story/dont-think-i-would-have-been-treated-any-better-in-uk-british-national-cured-covid-19-kerala-1663459-2020-04-05 ",India,indiatoday,IndiaToday,1,corona corona brian lockwood a 57yearold british national who be on a tour to kerala with 18 other people include his wife from the uk be test positive for corona during his visit itsgopikrishnan
04/05/2020,https://twitter.com/IndiaToday/status/1246637452975992832,"#coronavirus #Covid19
West Bengal records 11 new Covid-19 cases, no fresh deaths.
(@iindrojit) https://www.indiatoday.in/india/story/coronavirus-in-india-west-bengal-records-no-fresh-deaths-11-new-covid-19-cases-1663414-2020-04-05 ",India,indiatoday,IndiaToday,1,corona corona west bengal record 11 new corona case no fresh deaths iindrojit
04/05/2020,https://twitter.com/IndiaToday/status/1246727239896424450,"32-year old Reshma Mohandas, a nurse in #Kerala who tested positive for novel #coronavirus, cannot wait to return to work treating Covid-19 patients.

 https://www.indiatoday.in/india/story/braveheart-kerala-nurse-who-recovered-from-covid-19-keen-on-resuming-duty-in-isolation-ward-1663532-2020-04-05 ",India,indiatoday,IndiaToday,1,32year old reshma mohandas a nurse in kerala who test positive for novel corona cannot wait to return to work treat corona patients
04/05/2020,https://twitter.com/IndiaToday/status/1246714753549914112,"#TamilNadu: Health workers were allegedly attacked by a mob when they went to rescue two women and a child related to a Covid-19 patient.
(@shalinilobo93) https://www.indiatoday.in/coronavirus-outbreak/story/covid-19-health-workers-attacked-mob-during-rescue-operation-tamil-nadu-1663526-2020-04-05 ",India,indiatoday,IndiaToday,1,tamilnadu health workers be allegedly attack by a mob when they go to rescue two women and a child relate to a corona patient shalinilobo93
04/05/2020,https://twitter.com/IndiaToday/status/1246851413583384576,"#9Baje9Minute | We lit candles and captured the visuals as residents of Noida joined the country against COVID-19. Watch @Mausamii2u's #ReporterDiary.
#9Baje9Minutes
More videos  http://bit.ly/IndiaTodaySocial  pic.twitter.com/n91RmiNyLl",India,indiatoday,IndiaToday,1,9baje9minute | we light candle and capture the visuals as residents of noida join the country against corona watch mausamii2us reporterdiary 9baje9minutes more videos httpbitlyindiatodaysocial
04/05/2020,https://twitter.com/IndiaToday/status/1246761776596672512,"Health Ministry: Covid-19 cases doubled due to Markaz
#ITVideo #CoronavirusOutbreak pic.twitter.com/eQbiktlVMW",India,indiatoday,IndiaToday,1,health ministry corona case double due to markaz itvideo coronaoutbreak
04/05/2020,https://twitter.com/ndtv/status/1246737023311937536,"#Coronavirus survivor was warmly greeted by his neighbours after returning home from quarantine.

#CoronavirusPandemic #CoronavirusIndia
COVID-19 live updates here:  https://www.ndtv.com/india-news/coronavirus-live-updates-covid-19-cases-cross-3-000-in-india-donald-trump-requests-pm-modi-to-releas-2206309  pic.twitter.com/Zi3RedwHo4",India,ndtv,NDTV,1,corona survivor be warmly greet by his neighbour after return home from quarantine coronapandemic coronaindia corona live update here
04/05/2020,https://twitter.com/ndtv/status/1246739567035576320,"PM Modi dials Sonia Gandhi, ex-Presidents to discuss #COVID-19: Sources

 https://www.ndtv.com/india-news/coronavirus-india-pm-modi-calls-pranab-mukherjee-pratibha-patil-opposition-leaders-including-sonia-g-2206472 
#CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/LE3xDZH7nn",India,ndtv,NDTV,1,pm modi dial sonia gandhi expresidents to discuss corona source coronaoutbreak coronapandemic coronaindia
04/05/2020,https://twitter.com/ndtv/status/1246681681232384000,India To Turn Off Lights For 9 Minutes Tonight On PM's COVID-19 Appeal  https://www.ndtv.com/india-news/coronavirus-india-india-to-turn-off-lights-for-9-minutes-tonight-on-pms-covid-19-appeal-2206323  #NDTVNewsBeeps #coronavirus #COVID19Pandemic pic.twitter.com/eHBMcrta1T,India,ndtv,NDTV,1,india to turn off light for 9 minutes tonight on pms corona appeal ndtvnewsbeeps corona coronapandemic
04/05/2020,https://twitter.com/ReutersUK/status/1246660275069161472,Liverpool furlough non-playing staff amid COVID-19 pandemic  https://reut.rs/349MIri  pic.twitter.com/o4GyyKPYmy,Europe,reutersuk,Reuters UK,1,liverpool furlough nonplaying staff amid corona pandemic
04/05/2020,https://twitter.com/ReutersUK/status/1246859038471737347,"As COVID-19 deaths steady, Italy's health minister eyes next phase  https://reut.rs/2wVGRtP  pic.twitter.com/MD9biAO9h3",Europe,reutersuk,Reuters UK,1,as corona deaths steady italys health minister eye next phase
