date,page/account,is_comment,text,binary label,explanation,comments,link,clean_text,lemmatized
18 שבועות,נפגעי חיסונים - גם לנו זה קרה (עדויות מצולמות),yes,"אתה צריך הרבה תפילות , ובהשתדלות הטבעית אתה צריך ויטמינים, בעיקר c ו d . להקלה על הכאב ועל התנועה כדאי לך לנסות כוסות רוח.",0.0,,,https://www.facebook.com/groups/242682556373559/permalink/802524927055983/,אתה צריך הרבה תפילות  ובהשתדלות הטבעית אתה צריך ויטמינים בעיקר c ו d  להקלה על הכאב ועל התנועה כדאי לך לנסות כוסות רוח,"['הוא', 'צריך', 'הרבה', 'תפילה', 'השתדלות', 'טבעי', 'הוא', 'צריך', 'ויטמין', 'בעיקר', 'הקל', 'על', 'כאב', 'על', 'תנועה', 'כדאי', 'אתה', 'ניסה', 'כוס', 'רוח']"
21 שבועות,נפגעי חיסונים - גם לנו זה קרה (עדויות מצולמות),yes,"נשמע נורא אחי, תרגיש טוב. מה שאני ממליץ לכל אדם שנפגע מהחיסון זה לנצל את תרופת הפלא של גוף האדם וזה צום. תיזהר גם מכל ההומאופתיה ומה שאנשים מציעים בתגובות לא שזה יזיק אבל זה סתם יבזבז לך את הזמן. צום מוכח מדעית כאמצעי ריפוי למגוון רחב של בעיות בריאותיות. מכיר לא מעט אנשים שהצום עזר להם בכל מיני מצבים כמו מיגרנות, דלקות, כאבים וכו'. זה משהו שהוא מומלץ גם לאדם בריא. אם תקפיד כל יום על צום לסירוגין ועל תזונה דלת פחמימות ותשלב את זה מדי פעם עם צום מים של יומיים-שלושה בסבירות גבוהה שזה ישפר את המצב שלך מבחינת בלוטות הלימפה והכאבים. יש הרבה חומר באינטרנט בנושא ומספר קבוצות איכותיות בפייסבוק בעברית, מציע לך לחקור את הכיוון הזה כמובן תעשה הכל בליווי של גורמי מקצוע, בהצלחה והרבה בריאות.",0.0,"מרגיש לי לא נכון שצום יעזור, אם אני טועה תתקנו",,https://www.facebook.com/groups/242682556373559/permalink/802524927055983/,נשמע נורא אחי תרגיש טוב מה שאני ממליץ לכל אדם שנפגע מהחיסון זה לנצל את תרופת הפלא של גוף האדם וזה צום תיזהר גם מכל ההומאופתיה ומה שאנשים מציעים בתגובות לא שזה יזיק אבל זה סתם יבזבז לך את הזמן צום מוכח מדעית כאמצעי ריפוי למגוון רחב של בעיות בריאותיות מכיר לא מעט אנשים שהצום עזר להם בכל מיני מצבים כמו מיגרנות דלקות כאבים וכו זה משהו שהוא מומלץ גם לאדם בריא אם תקפיד כל יום על צום לסירוגין ועל תזונה דלת פחמימות ותשלב את זה מדי פעם עם צום מים של יומייםשלושה בסבירות גבוהה שזה ישפר את המצב שלך מבחינת בלוטות הלימפה והכאבים יש הרבה חומר באינטרנט בנושא ומספר קבוצות איכותיות בפייסבוק בעברית מציע לך לחקור את הכיוון הזה כמובן תעשה הכל בליווי של גורמי מקצוע בהצלחה והרבה בריאות,"['נשמע', 'נורא', 'אח', 'הרגיש', 'טוב', 'מה', 'הוא', 'המליץ', 'כול', 'אדם', 'נפגע', 'חיסון', 'זה', 'ניצל', 'את', 'תרופה', 'פלא', 'של', 'גוף', 'אדם', 'זה', 'צום', 'נזהר', 'גם', 'כול', 'הומאופתיה', 'מה', 'איש', 'הציע', 'תגובה', 'לא', 'זה', 'הזיק', 'אבל', 'זה', 'סתם', 'בזבז', 'אתה', 'את', 'זמן', 'צום', 'הוכח', 'מדעי', 'אמצע', 'ריפוי', 'מגוון', 'רחב', 'של', 'בעיה', 'בריאותי', 'הכיר', 'לא', 'מעט', 'הנשים', 'צום', 'עזר', 'הם', 'כול', 'מין', 'מצב', 'כמו', 'מיגרנה', 'דלקת', 'כאב', 'כו', 'זה', 'משהו', 'הוא', 'הומלץ', 'גם', 'אדם', 'בריא', 'אם', 'הקפיד', 'כול', 'יום', 'על', 'צום', 'לסירוגין', 'על', 'תזונה', 'דל', 'פחמימה', 'שילב', 'את', 'זה', 'מדי', 'פעם', 'עם', 'צום', 'מים', 'של', 'יומייםשלושה', 'סבירות', 'גבוה', 'זה', 'שיפר', 'את', 'מצב', 'של', 'אתה', 'בחינה', 'בלוטה', 'לימפה', 'כאב', 'יש', 'הרבה', 'חומר', 'אינטרנט', 'בנושא', 'מספר', 'קבוצה', 'איכותי', 'פייסבוק', 'עברי', 'הציע', 'אתה', 'חקר', 'את', 'כיוון', 'זה', 'כמובן', 'תיעש', 'כול', 'ליווי', 'של', 'גורם', 'מקצוע', 'הצלחה', 'הרבה', 'בריאות']"
19 שבועות,נפגעי חיסונים - גם לנו זה קרה (עדויות מצולמות),yes,"צום זה מעולה, והומאופתיה גם.",0.0,,,https://www.facebook.com/groups/242682556373559/permalink/802524927055983/,צום זה מעולה והומאופתיה גם,"['צום', 'זה', 'מעולה', 'ומאופתיה', 'גם']"
02/10/2021,נפגעי חיסונים - גם לנו זה קרה (עדויות מצולמות),no,"בשתי המנות הראשונות היתה צנזורה מטורפת והשתקת תופעות לוואי קשות (להערכתי ועל בסיס מעל 4000 עדויות שתעדנו, שהם תת דיווח ענק, מדובר במאות אלפי נפגעים). במשך כמעט שנה, נסגרו בפייסבוק קבוצות של אלפי נפגעים ונמחקו תגובות ופרסומים. התקשורת המגוייסת לא דיווחה לציבור ולא עשתה את עבודתה אלא חיבלה ביודעין. אותם השופרות העבירו (ועדין) את אותם המסרים וציבור תמים נפל בפח. גם הרופאים מסתירים ומשתיקים. גם הם יתנו את הדין. 3 מיליון איש לא הגיעו למנה השלישית ולא בכדי. מדיווחים שאנחנו מקבלים וניתוח המצב, המנה השלישית היא הקטלנית ביותר ועם פגיעות חמורות. היא ניתנת רק בישראל וללא אישור, תוך הפעלת לחץ, כפיה ואיומים. מעל 40,000 תלונות הוגשו אתמול ע״י אזרחים בתחנות המשטרה, כנגד שרי הממשלה. הסכר נפרץ בשבוע האחרון. בפוסט של משרד הבריאות על תופעות הלוואי, יש כבר 20,000 תגובות על פגיעות וזה אחרי שמאות תגובות נמחקו. כל כמה שניות נכנסת עדות חדשה. כל יום יוצאים מהארון עוד ועוד ידוענים שנפגעו. זה מטורף מה שקורה. הבמאית והשחקנית דליה שימקו החליטה גם לצאת מהארון ולספר על הפגיעה שלה ומה שהיא חושבת על ההתנהלות של משרד הבריאות. ",0.0,,אולי צריך למחוק חלק מהפוסט כי מדבר על שביתה וכו שזה לא רלוונטי - נמחק,https://www.facebook.com/groups/242682556373559/permalink/888017861840022/,בשתי המנות הראשונות היתה צנזורה מטורפת והשתקת תופעות לוואי קשות להערכתי ועל בסיס מעל 4000 עדויות שתעדנו שהם תת דיווח ענק מדובר במאות אלפי נפגעים במשך כמעט שנה נסגרו בפייסבוק קבוצות של אלפי נפגעים ונמחקו תגובות ופרסומים התקשורת המגוייסת לא דיווחה לציבור ולא עשתה את עבודתה אלא חיבלה ביודעין אותם השופרות העבירו ועדין את אותם המסרים וציבור תמים נפל בפח גם הרופאים מסתירים ומשתיקים גם הם יתנו את הדין 3 מיליון איש לא הגיעו למנה השלישית ולא בכדי מדיווחים שאנחנו מקבלים וניתוח המצב המנה השלישית היא הקטלנית ביותר ועם פגיעות חמורות היא ניתנת רק בישראל וללא אישור תוך הפעלת לחץ כפיה ואיומים מעל 40000 תלונות הוגשו אתמול ע״י אזרחים בתחנות המשטרה כנגד שרי הממשלה הסכר נפרץ בשבוע האחרון בפוסט של משרד הבריאות על תופעות הלוואי יש כבר 20000 תגובות על פגיעות וזה אחרי שמאות תגובות נמחקו כל כמה שניות נכנסת עדות חדשה כל יום יוצאים מהארון עוד ועוד ידוענים שנפגעו זה מטורף מה שקורה הבמאית והשחקנית דליה שימקו החליטה גם לצאת מהארון ולספר על הפגיעה שלה ומה שהיא חושבת על ההתנהלות של משרד הבריאות,"['נפגע', 'זה', 'הוטרף', 'מה', 'קור', 'במאי', 'שחקן', 'דליה', 'שימקו', 'החליט', 'גם', 'יצא', 'ארון', 'סיפר', 'על', 'פגיעה', 'של', 'היא', 'מה', 'הוא', 'חשב', 'על', 'התנהלות', 'של', 'משרד', 'בריאות', 'פייסבוק', 'קבוצה', 'של', 'אלף', 'נפגע', 'נמחק', 'תגובה', 'פרסום', 'תקשורת', 'גויס', 'לא', 'דיווח', 'ציבור', 'לא', 'עשה', 'את', 'עבודה', 'אלא', 'חיבל', 'ביודעין', 'אותו', 'שופר', 'העביר', 'עדין', 'את', 'אותו', 'מסר', 'ציבור', 'תמים', 'נפל', 'פח', 'גם', 'רופא', 'הסתיר', 'השתיק', 'גם', 'הוא', 'תינה', 'את', 'דין', 'מיליון', 'איש', 'לא', 'הגיע', 'מנה', 'שלישי', 'לא', 'בכדי', 'דיווח', 'הוא', 'קיבל', 'ניתוח', 'מצב', 'מנה', 'שלישי', 'הוא', 'קטלני', 'ביותר', 'עם', 'פגיעות', 'חמורה', 'הוא', 'ניתן', 'רק', 'ישראל', 'ללא', 'אישור', 'תוך', 'הפעלה', 'לחץ', 'כפייה', 'איום', 'מעל', '40000', 'תלונה', 'הוגש', 'אתמול', 'אזרח', 'תחנה', 'משטרה', 'כנגד', 'שר', 'ממשלה', 'סכר', 'נפרץ', 'שבוע', 'אחרון', 'פוסט', 'של', 'משרד', 'בריאות', 'על', 'תופעה', 'לוואי', 'יש', 'כבר', '20000', 'תגובה', 'על', 'פגיעות', 'זה', 'אחרי', 'מאה', 'תגובה', 'נמחק', 'כול', 'כמה', 'שנייה', 'נכנס', 'עדות', 'חדש', 'כול', 'יום', 'יצא', 'ארון', 'עוד', 'עוד', 'ידוען']"
03/10/2021,"ד""ר ליאור אונגר",no,"רוב החולים הקשים, הם לא מחוסנים! כל הצעירים המונשמים, הם לא מחוסנים! עזבו את החששות והכזבים שמפיץ השכן, #לכו_להתחסן!",1.0,,חלק מפוסט,https://www.facebook.com/dr.lior.ungar/posts/432864048197376,רוב החולים הקשים הם לא מחוסנים כל הצעירים המונשמים הם לא מחוסנים עזבו את החששות והכזבים שמפיץ השכן לכולהתחסן,"['רוב', 'חלה', 'קש', 'הוא', 'לא', 'מחוסן', 'כול', 'צעיר', 'הונשם', 'הוא', 'לא', 'חוסן', 'עזב', 'את', 'חשש', 'כזב', 'הפיץ', 'שכן', 'כולהתחסן']"
03/10/2021,"ד""ר ליאור אונגר",yes,"בגילאי 20-29 יש כרגע כ 500 חולים לכל מאה אלף איש, שמחוסנים ללא בוסטר, לעומת כ 40 חולים למאה אלף איש עם בוסטר. מקווה שזה עונה על השאלה.",1.0,,לבדוק,https://www.facebook.com/dr.lior.ungar/posts/432864048197376,בגילאי 2029 יש כרגע כ 500 חולים לכל מאה אלף איש שמחוסנים ללא בוסטר לעומת כ 40 חולים למאה אלף איש עם בוסטר מקווה שזה עונה על השאלה,"['גילאי', '2029', 'יש', 'כרגע', '500', 'חלה', 'כול', 'מאה', 'אילף', 'איש', 'חוסן', 'ללא', 'בוסטר', 'לעומת', '40', 'חלה', 'מאה', 'אילף', 'איש', 'עם', 'וסטר', 'קיווה', 'זה', 'עונה', 'על', 'שאלה']"
28/09/2021,ynet,yes,"אחד מכל עשרה ילדים יחווה Long Covid, כאשר אצל בני נוער אף עולה הסיכוי לתסמונת ארוכת טווח: https://bit.ly/2ZDgCGq",0.0,"https://www.gov.il/he/departments/news/13092021-01
לא מדוייק, long covid זה תסמינים לטווח ארוך וזה נע בין 1.8% ל-4.6% ביחס ישר עם הגיל.
11% אלו ילדים עם תסמינים לאחר המחלה אך לא לטווח ארוך",חלק מפוסט,https://www.facebook.com/ynetnews/posts/10160228265305572,אחד מכל עשרה ילדים יחווה long covid כאשר אצל בני נוער אף עולה הסיכוי לתסמונת ארוכת טווח,"['אחד', 'כול', 'עשרה', 'ילד', 'חיווה', 'כאשר', 'אצל', 'בן', 'נוער', 'אף', 'עולה', 'סיכוי', 'תסמונת', 'ארוך', 'טווח']"
28/09/2021,"ד""ר ליאור אונגר",yes,"אולי לא ידעת, אבל החיסונים אינם מגנים ב־100%, לצערנו הרב. לכן גם אדם אחראי שהתחסן 3 פעמים, ובעתיד גם 4 ו־5 פעמים אם נצטרך לכך, עדיין לא יהיה חסין לגמרי מפיתוח מחלה קשה ועשוי יהיה להצטרך את האקמו.",1.0,,,https://www.facebook.com/dr.lior.ungar/posts/428877488596032,אולי לא ידעת אבל החיסונים אינם מגנים ב־100 לצערנו הרב לכן גם אדם אחראי שהתחסן 3 פעמים ובעתיד גם 4 ו־5 פעמים אם נצטרך לכך עדיין לא יהיה חסין לגמרי מפיתוח מחלה קשה ועשוי יהיה להצטרך את האקמו,"['אולי', 'לא', 'ידע', 'אבל', 'חיסון', 'אינו', 'גינה', '100', 'ציער', 'הרב', 'לכן', 'גם', 'אדם', 'אחראי', 'התחסן', 'פעם', 'עתיד', 'גם', 'פעם', 'אם', 'הצטרך', 'כך', 'עדיין', 'לא', 'היה', 'חסין', 'לגמרי', 'פיתוח', 'מחלה', 'קשה', 'עשוי', 'היה', 'הצטרך', 'את', 'אקמו']"
04/10/2021,משרד הבריאות,no,החיסון מגן פי 10 ומונע הדבקה ומחלה קשה ב-95%.,1.0,,חלק מפוסט,https://www.facebook.com/watch/?v=598960444591943,החיסון מגן פי 10 ומונע הדבקה ומחלה קשה ב95,"['חיסון', 'הגן', 'פי', '10', 'מונע', 'הדבקה', 'מחל', 'קשה', '95']"
30/09/2021,משרד הבריאות,no,"מנת החיסון השלישית מלווה בשיעור קטן יותר של תופעות מדווחות (למשל עייפות, חולשה, כאב מקומי באזור הזריקה) לעומת המנות הקודמות. מספר התופעות המשמעותיות שנצפו בחיסון השלישי הסתכם ב-19 בלבד (בחלקם עדיין נבדק הקשר לחיסון), מתוך כ-3.2 מיליון מתחסנים בחיסון שלישי.",1.0,,פוסט שפיצלתי. חלק 1,https://www.facebook.com/Health.gov.il/posts/4174515529326993,מנת החיסון השלישית מלווה בשיעור קטן יותר של תופעות מדווחות למשל עייפות חולשה כאב מקומי באזור הזריקה לעומת המנות הקודמות מספר התופעות המשמעותיות שנצפו בחיסון השלישי הסתכם ב19 בלבד בחלקם עדיין נבדק הקשר לחיסון מתוך כ32 מיליון מתחסנים בחיסון שלישי,"['מנה', 'חיסון', 'שלישי', 'הלווה', 'שיעור', 'קטן', 'יותר', 'של', 'תופעה', 'דווח', 'למשל', 'עייפות', 'חולשה', 'אב', 'מקומי', 'אזור', 'זריקה', 'לעומת', 'מנה', 'קודם', 'מספר', 'תופעה', 'משמעותי', 'נצפה', 'חיסון', 'שלישי', 'הסתכם', '19', 'בלבד', 'חלק', 'עדיין', 'נבדק', 'קשר', 'חיסון', 'מתוך', '32', 'מיליון', 'התחסן', 'חיסון', 'שלישי']"
30/09/2021,"
משרד הבריאות",no,"דלקת שריר הלב בבני נוער (מיוקרדיטיס) - נכון ל-25.09.21 דווחו 11 מקרים בגיל 12-15, מתוך 331,538 (שיעור אפסי) מתחסנים במנה ראשונה ו-255,444 (שיעור אפסי - 0.00043%) מתחסנים במנה השנייה. מכאן עולה שמדובר בתופעה נדירה * ביותר *, וגם היא חולפת לרוב אחרי זמן קצר. חשוב לציין שהסיכון למיורקדיטיס כתוצאה מקורונה גבוה בהרבה בהשוואה לסיכון כתוצאה מהחיסון.",1.0,,חלק 2,https://www.facebook.com/Health.gov.il/posts/4174515529326993,דלקת שריר הלב בבני נוער מיוקרדיטיס  נכון ל250921 דווחו 11 מקרים בגיל 1215 מתוך 331538 שיעור אפסי מתחסנים במנה ראשונה ו255444 שיעור אפסי  000043 מתחסנים במנה השנייה מכאן עולה שמדובר בתופעה נדירה  ביותר  וגם היא חולפת לרוב אחרי זמן קצר חשוב לציין שהסיכון למיורקדיטיס כתוצאה מקורונה גבוה בהרבה בהשוואה לסיכון כתוצאה מהחיסון,"['דלקת', 'שריר', 'לב', 'בן', 'נוער', 'יוקרדיטיס', 'נכון', '250921', 'דווח', '11', 'מקרה', 'גיל', '1215', 'מתוך', '331538', 'שיעור', 'אפסי', 'התחסן', 'מנה', 'ראשון', '255444', 'עיוור', 'אפס', '000043', 'התחסן', 'מנה', 'שני', 'כאן', 'עולה', 'דובר', 'תופעה', 'נדיר', 'ביותר', 'גם', 'הוא', 'חלף', 'לרוב', 'אחרי', 'זמן', 'קצר', 'חשוב', 'ציין', 'סיכון', 'מיורקדיטיס', 'תוצאה', 'קורונה', 'גבוה', 'בהרבה', 'השוואה', 'סיכון', 'תוצאה', 'חיסון']"
30/09/2021,משרד הבריאות,no,"על אף האיסוף השיטתי על דיווחים, המשרד מניח שקיים תת-דיווח של תופעות קלות במיוחד, אשר לא פוגעות בשגרת החיים ולא מצריכות מעקב רפואי.",1.0,,חלק 3,https://www.facebook.com/Health.gov.il/posts/4174515529326993,על אף האיסוף השיטתי על דיווחים המשרד מניח שקיים תתדיווח של תופעות קלות במיוחד אשר לא פוגעות בשגרת החיים ולא מצריכות מעקב רפואי,"['על', 'אף', 'איסוף', 'שיטתי', 'על', 'דיווח', 'משרד', 'הניח', 'קיים', 'תתדיווח', 'של', 'תופעה', 'קל', 'במיוחד', 'אשר', 'לא', 'פגע', 'שגרה', 'חיים', 'לא', 'הצריך', 'עקב', 'רפואי']"
30/09/2021,משרד הבריאות,no,מחלקות הקורונה מלאות כמעט רק בלא מחוסנים,1.0,,חלק 5 - קצת שונה כדי שתהיה רק עובדה,https://www.facebook.com/Health.gov.il/posts/4174515529326993,מחלקות הקורונה מלאות כמעט רק בלא מחוסנים,"['מחלקה', 'קורונה', 'הלאה', 'כמעט', 'רק', 'בלא', 'מחוסן']"
01/10/2021,משרד הבריאות,yes,מלא נשים מספרות על תופעות הורמונליות ודימום וגינלי אחרי החיסון.,0.0,"לא ממש נכון, ""מלא"" זה מונח יחסי, בנוסף לא נמצא קשר בין הדימום לחיסון, והשינוי במחזור כנראה נובע מלחץ הנלווה לתקופה ולקבלת החיסון ולא לחומרים בחיסון עצמו",,https://www.facebook.com/Health.gov.il/posts/4174515529326993,מלא נשים מספרות על תופעות הורמונליות ודימום וגינלי אחרי החיסון,"['מלא', 'איש', 'סיפר', 'על', 'תופעה', 'ורמונליות', 'דימום', 'גינלי', 'אחרי', 'חיסון']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,אין מחקר שאומר מה השפעות על פריון על ילדים שחלו בקורונה זה יתבהר בעוד שנים כאשר יגיעו לגיל המתאים. כרגע רק מתחילים מחקרים על השפעות קורונה על ילדים עיכוב התפתחות וצמיחה והשפעות נוספות זה מחקרים שהתוצאות יהיו עוד שנים,1.0,,,https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,אין מחקר שאומר מה השפעות על פריון על ילדים שחלו בקורונה זה יתבהר בעוד שנים כאשר יגיעו לגיל המתאים כרגע רק מתחילים מחקרים על השפעות קורונה על ילדים עיכוב התפתחות וצמיחה והשפעות נוספות זה מחקרים שהתוצאות יהיו עוד שנים,"['אין', 'מחקר', 'אמר', 'מה', 'שפעת', 'על', 'פריון', 'על', 'ילד', 'חל', 'קורונה', 'זה', 'התבהר', 'בעוד', 'שנה', 'כאשר', 'הגיע', 'גיל', 'מתאים', 'כרגע', 'רק', 'התחיל', 'מחקר', 'על', 'השפעה', 'קורונה', 'על', 'ילד', 'עיכוב', 'התפתחות', 'צמיחה', 'השפעה', 'נוסף', 'זה', 'מחקר', 'תוצאה', 'היה', 'עוד', 'שנה']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"כל תופעות הלוואי שיכולת להיות מהחיסון הם בדיוק אותם תופעות הלוואי האפשריות מקורונה עצמה, רק ברמת סיכון ועוצמה נמוכות יותר. אם יש השפעה על הפוריות בחיסון אז היא יותר גדולה בכמה סדרי גודל במחלה עצמה...",1.0,,,https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,כל תופעות הלוואי שיכולת להיות מהחיסון הם בדיוק אותם תופעות הלוואי האפשריות מקורונה עצמה רק ברמת סיכון ועוצמה נמוכות יותר אם יש השפעה על הפוריות בחיסון אז היא יותר גדולה בכמה סדרי גודל במחלה עצמה,"['כול', 'תופעה', 'לוואי', 'יכול', 'היות', 'חיסון', 'הוא', 'דיוק', 'אותו', 'תופעה', 'לוואי', 'אפשרי', 'קורונה', 'עצם', 'רק', 'רמה', 'סיכון', 'עוצמה', 'נמוך', 'יותר', 'אם', 'יש', 'השפעה', 'על', 'פוריות', 'חיסון', 'אז', 'הוא', 'יותר', 'גדול', 'כמה', 'סדר', 'גודל', 'מחלה', 'עצמו']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"הסיכוי שמאכל חדש, בגד חדש או רכב חדש יגרום להם לעקרות שווה ערך לסיכון שהחיסון החדש יעשה את זה",1.0,,חלק מתגובה,https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,הסיכוי שמאכל חדש בגד חדש או רכב חדש יגרום להם לעקרות שווה ערך לסיכון שהחיסון החדש יעשה את זה,"['סיכוי', 'מאכל', 'חדש', 'גד', 'חדש', 'או', 'רכב', 'חדש', 'גרם', 'הם', 'עקרות', 'שווה', 'ערך', 'סיכון', 'חיסון', 'חדש', 'נעשה', 'את', 'זה']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"החיסון לא פוגע בפוריות, הקורונה גורמת לדלקת באשכים שחושדים שעלולה לפגוע בפוריות. בקיצור אם זאת הדאגה שלך אז חשוב לחסן את הילדים.",1.0,https://www.globes.co.il/news/article.aspx?did=1001326360,מצרף מקור: https://www.gov.il/BlobFolder/news/19012021-01/he/NEWS_Corona_vaccine-pregnancy.pdf,https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,החיסון לא פוגע בפוריות הקורונה גורמת לדלקת באשכים שחושדים שעלולה לפגוע בפוריות בקיצור אם זאת הדאגה שלך אז חשוב לחסן את הילדים,"['חיסון', 'לא', 'פוגע', 'פוריות', 'קורונה', 'גרם', 'דלקת', 'אשך', 'חשד', 'עלול', 'פגע', 'פוריות', 'קיצור', 'אם', 'זאת', 'דאגה', 'של', 'אתה', 'אז', 'חשוב', 'חיסן', 'את', 'ילד']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,אם היה קשר אז גם עכשיו כבר היו בעיות בפוריות. בינתיים הרוב מחוסנים והילודה חוגגת!!,1.0,,,https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,אם היה קשר אז גם עכשיו כבר היו בעיות בפוריות בינתיים הרוב מחוסנים והילודה חוגגת,"['אם', 'היה', 'קישר', 'אז', 'גם', 'עכשיו', 'כבר', 'היה', 'בעיה', 'פוריות', 'בינתיים', 'רוב', 'חוסן', 'ילודה', 'חגג']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"ה-FDA מחייב את פייזר לבצע 5 מחקרים נוספים, כתנאי לקבלת האישור. המידע שמוצג כאן בקבוצה מתיימר להחליף את המחקרים האלה. זאת הטעייה של הציבור.",0.0,"לא נראה בשום מקום כי הטענה נכונה, מצד שני, הקישור שנוסף כדי להפריך אינו פועל","בתגובה לתגובה הזו, מישהו צירף מקור שטוען שהמגיב הזה טועה: 
https://www.fda.gov/.../fda-approves-first-covid-19-vaccine",https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,הפדא מחייב את פייזר לבצע 5 מחקרים נוספים כתנאי לקבלת האישור המידע שמוצג כאן בקבוצה מתיימר להחליף את המחקרים האלה זאת הטעייה של הציבור,"['פדא', 'חייב', 'את', 'פייזר', 'בצע', 'מחקר', 'נוסף', 'תנאי', 'קבלה', 'אישור', 'מידע', 'הוצג', 'כאן', 'קבוצה', 'התיימר', 'החליף', 'את', 'מחקר', 'אלה', 'זאת', 'טעייה', 'של', 'ציבור']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,כיום הקורונה אינה פוגעת רק באנשים עם מחלות רקע קשה . מה גם שמחלות רקע לא הכוונה לאדם שעומד למות .,1.0,,חלק מתגובה ארוכה בהרבה.,https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,כיום הקורונה אינה פוגעת רק באנשים עם מחלות רקע קשה  מה גם שמחלות רקע לא הכוונה לאדם שעומד למות ,"['כיום', 'קורונה', 'אינו', 'פגע', 'רק', 'איש', 'עם', 'מחלה', 'רקע', 'קשה', 'מה', 'גם', 'מחלה', 'רקע', 'לא', 'הכוונה', 'אדם', 'עמד', 'מת']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,החיסון הזה יעיל הרבה יותר למי שמערכת החיסון שלו לא פגועה כי הוא עוזר למערכת החיסון עצמה ולא מתפקד במקומה .,1.0,,חלק מאותה תגובה מהשורה הקודמת.,https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,החיסון הזה יעיל הרבה יותר למי שמערכת החיסון שלו לא פגועה כי הוא עוזר למערכת החיסון עצמה ולא מתפקד במקומה ,"['חיסון', 'זה', 'יעיל', 'הרבה', 'יותר', 'מי', 'מערכה', 'חיסון', 'של', 'הוא', 'לא', 'פגוע', 'כי', 'הוא', 'עזר', 'מערכה', 'חיסון', 'עצמו', 'לא', 'מתפקד', 'במקום', 'היא']"
25/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,אין מחקר שמוכיח שאין נזק...וההפך הוא הדבר...נכון לעכשיו רק מוכח שיש נזק בהווה ונזק עתידי. הורה שמחסן את ילדיו הוא פושע ורוצח !!!,0.0,,,https://www.facebook.com/groups/503350980581730/permalink/908305610086263/,אין מחקר שמוכיח שאין נזקוההפך הוא הדברנכון לעכשיו רק מוכח שיש נזק בהווה ונזק עתידי הורה שמחסן את ילדיו הוא פושע ורוצח ,"['אין', 'מחקר', 'מוכיח', 'אין', 'נזקוההפך', 'הוא', 'דברנכון', 'עכשיו', 'רק', 'הוכח', 'יש', 'נזק', 'הווה', 'נזק', 'עתידי', 'הורה', 'חיסן', 'את', 'ילד', 'הוא', 'פשע', 'רצח']"
